,TAG_NAME,DEPTH_EFFECTIVE_DATE,MDKB_DEPTH,INSTRUMENTATION_TYPE,Point #
0,OBS_100-PI-80018B,2017-05-12,252.0,Piezometer,PiezP1
1,OBS_100-TI-80018B,2017-05-12,252.0,Piezometer,PiezT1
2,OBS_100-PI-80019B,2017-05-29,246.0,Piezometer,PiezP1
3,OBS_100-TI-80019B,2017-05-29,246.0,Piezometer,PiezT1
4,OBS_100PI-8121A,2012-09-21,334.0,Piezometer,PiezP1
5,OBS_100PI-8121E,2013-07-03,325.0,Piezometer,PiezP2
6,OBS_100PI-8121F,2013-07-03,345.0,Piezometer,PiezP3
7,OBS_100PI-8121B,2012-09-21,158.0,Piezometer,PiezP4
8,OBS_100TI-8121A,2012-09-21,334.0,Piezometer,PiezT1
9,OBS_100TI-8121E,2013-07-03,325.0,Piezometer,PiezT2
10,OBS_100TI-8121F,2013-07-03,345.0,Piezometer,PiezT3
11,OBS_100TI-8121B,2012-09-21,158.0,Piezometer,PiezT4
12,OBS_100PI-8121B,2012-09-21,286.0,Piezometer,PiezP1
13,OBS_100PI-8121C,2012-09-21,289.0,Piezometer,PiezP2
14,OBS_100PI-8121G,2013-07-03,273.1,Piezometer,PiezP3
15,OBS_100TI-8121B,2012-09-21,286.0,Piezometer,PiezT1
16,OBS_100TI-8121C,2012-09-21,289.0,Piezometer,PiezT2
17,OBS_100TI-8121G,2013-07-03,273.1,Piezometer,PiezT3
18,OBS_100PI-8112AU,2012-08-14,212.0,Piezometer,PiezP1
19,OBS_100PI-8112AT,2012-08-14,341.0,Piezometer,PiezP2
20,OBS_100PI-8112AS,2012-08-14,341.0,Piezometer,PiezP3
21,OBS_100PI-8112AR,2012-08-14,368.0,Piezometer,PiezP4
22,OBS_100PI-8112AV,2013-07-03,383.8,Piezometer,PiezP5
23,OBS_100PI-8112AW,2013-07-03,367.4,Piezometer,PiezP6
24,OBS_100TI-8112A,2012-08-14,343.0,Thermocouple,1
25,OBS_100TI-8112J,2012-08-14,322.2,Thermocouple,10
26,OBS_100TI-8112K,2012-08-14,319.6,Thermocouple,11
27,OBS_100TI-8112L,2012-08-14,317.0,Thermocouple,12
28,OBS_100TI-8112M,2012-08-14,314.4,Thermocouple,13
29,OBS_100TI-8112N,2012-08-14,311.8,Thermocouple,14
30,OBS_100TI-8112O,2012-08-14,309.2,Thermocouple,15
31,OBS_100TI-8112P,2012-08-14,306.6,Thermocouple,16
32,OBS_100TI-8112Q,2012-08-14,304.0,Thermocouple,17
33,OBS_100TI-8112R,2012-08-14,301.4,Thermocouple,18
34,OBS_100TI-8112S,2012-08-14,298.8,Thermocouple,19
35,OBS_100TI-8112B,2012-08-14,340.4,Thermocouple,2
36,OBS_100TI-8112T,2012-08-14,296.2,Thermocouple,20
37,OBS_100TI-8112U,2012-08-14,293.6,Thermocouple,21
38,OBS_100TI-8112V,2012-08-14,291.0,Thermocouple,22
39,OBS_100TI-8112W,2012-08-14,288.4,Thermocouple,23
40,OBS_100TI-8112X,2012-08-14,285.8,Thermocouple,24
41,OBS_100TI-8112Y,2012-08-14,283.2,Thermocouple,25
42,OBS_100TI-8112Z,2012-08-14,280.6,Thermocouple,26
43,OBS_100TI-8112AA,2012-08-14,278.0,Thermocouple,27
44,OBS_100TI-8112AB,2012-08-14,275.4,Thermocouple,28
45,OBS_100TI-8112AC,2012-08-14,272.8,Thermocouple,29
46,OBS_100TI-8112C,2012-08-14,337.8,Thermocouple,3
47,OBS_100TI-8112AD,2012-08-14,270.2,Thermocouple,30
48,OBS_100TI-8112AE,2012-08-14,267.6,Thermocouple,31
49,OBS_100TI-8112AF,2012-08-14,265.0,Thermocouple,32
50,OBS_100TI-8112AG,2012-08-14,262.4,Thermocouple,33
51,OBS_100TI-8112AH,2012-08-14,259.8,Thermocouple,34
52,OBS_100TI-8112AI,2012-08-14,257.2,Thermocouple,35
53,OBS_100TI-8112AJ,2012-08-14,254.6,Thermocouple,36
54,OBS_100TI-8112AK,2012-08-14,252.0,Thermocouple,37
55,OBS_100TI-8112AL,2012-08-14,249.4,Thermocouple,38
56,OBS_100TI-8112AM,2012-08-14,246.8,Thermocouple,39
57,OBS_100TI-8112D,2012-08-14,337.8,Thermocouple,4
58,OBS_100TI-8112AN,2012-08-14,244.2,Thermocouple,40
59,OBS_100TI-8112AO,2012-08-14,241.6,Thermocouple,41
60,OBS_100TI-8112AP,2012-08-14,239.0,Thermocouple,42
61,OBS_100TI-8112AQ,2012-08-14,236.4,Thermocouple,43
62,OBS_100TI-8112E,2012-08-14,335.2,Thermocouple,5
63,OBS_100TI-8112F,2012-08-14,332.6,Thermocouple,6
64,OBS_100TI-8112G,2012-08-14,330.0,Thermocouple,7
65,OBS_100TI-8112H,2012-08-14,327.4,Thermocouple,8
66,OBS_100TI-8112I,2012-08-14,324.8,Thermocouple,9
67,OBS_100TI-8112AU,2012-08-14,212.0,Piezometer,PiezT1
68,OBS_100TI-8112AT,2012-08-14,341.0,Piezometer,PiezT2
69,OBS_100TI-8112AS,2012-08-14,341.0,Piezometer,PiezT3
70,OBS_100TI-8112AR,2012-08-14,368.0,Piezometer,PiezT4
71,OBS_100TI-8112AV,2013-07-03,383.8,Piezometer,PiezT5
72,OBS_100TI-8112AW,2013-07-03,367.4,Piezometer,PiezT6
73,OBS_100PI-8122A,2012-09-21,354.0,Piezometer,PiezP1
74,OBS_100PI-8122B,2012-09-21,332.5,Piezometer,PiezP2
75,OBS_100PI-8122C,2012-09-21,187.0,Piezometer,PiezP3
76,OBS_100PI-8122D,2013-07-03,375.1,Piezometer,PiezP4
77,OBS_100PI-8122E,2013-07-03,350.0,Piezometer,PiezP5
78,OBS_100TI-8122A,2012-09-21,354.0,Piezometer,PiezT1
79,OBS_100TI-8122B,2012-09-21,332.5,Piezometer,PiezT2
80,OBS_100TI-8122C,2012-09-21,187.0,Piezometer,PiezT3
81,OBS_100TI-8122D,2013-07-03,350.0,Piezometer,PiezT4
82,OBS_100TI-8122E,2013-07-03,375.1,Piezometer,PiezT5
83,OBS_100PI-1002G,2014-05-02,370.0,Piezometer,PiezP1
84,OBS_100PI-1002F,2014-05-02,387.0,Piezometer,PiezP2
85,OBS_100PI-1002C,2013-07-03,328.0,Piezometer,PiezP3
86,OBS_100PI-1002D,2013-07-03,328.0,Piezometer,PiezP4
87,OBS_100PI-1002E,2013-07-03,170.0,Piezometer,PiezP5
88,OBS_100TI-1002G,2014-05-02,370.0,Piezometer,PiezT1
89,OBS_100TI-1002F,2014-05-02,387.0,Piezometer,PiezT2
90,OBS_100TI-1002C,2013-07-03,328.0,Piezometer,PiezT3
91,OBS_100TI-1002D,2013-07-03,328.0,Piezometer,PiezT4
92,OBS_100TI-1002E,2013-07-03,170.0,Piezometer,PiezT5
93,OBS_100PI-8204E,2014-05-03,302.0,Piezometer,PiezP1
94,OBS_100PI-8204F,2014-05-03,302.0,Piezometer,PiezP2
95,OBS_100PI-8204G,2014-05-03,184.0,Piezometer,PiezP3
96,OBS_100PI-8204H,2015-04-01,376.5,Piezometer,PiezP4
97,OBS_100PI-8204I,2015-04-01,347.0,Piezometer,PiezP5
98,OBS_100TI-8204E,2014-05-03,302.0,Piezometer,PiezT1
99,OBS_100TI-8204F,2015-04-01,302.0,Piezometer,PiezT2
100,OBS_100TI-8204G,2015-04-01,184.0,Piezometer,PiezT3
101,OBS_100TI-8204H,2001-01-01,376.5,Piezometer,PiezT4
102,OBS_100TI-8204I,2001-01-01,347.0,Piezometer,PiezT5
103,OBS_100PI-8212A,2015-04-01,415.0,Piezometer,PiezP1
104,OBS_100PI-8212B,2015-04-01,376.5,Piezometer,PiezP2
105,OBS_100PI-8212C,2015-04-01,343.0,Piezometer,PiezP3
106,OBS_100PI-8212D,2015-04-01,199.5,Piezometer,PiezP4
107,OBS_100TI-8212A,2015-04-01,415.0,Piezometer,PiezT1
108,OBS_100TI-8212B,2015-04-01,376.5,Piezometer,PiezT2
109,OBS_100TI-8212C,2015-04-01,343.0,Piezometer,PiezT3
110,OBS_100TI-8212D,2015-04-01,199.5,Piezometer,PiezT4
111,DS9_PRESS_1,2019-04-09,301.0,Piezometer,PiezP1
112,DS9_PRESS_2,2019-04-09,375.0,Piezometer,PiezP2
113,DS9_PRESS_TEMP_1,2019-04-09,301.0,Piezometer,PiezT1
114,DS9_PRESS_TEMP_2,2019-04-09,375.0,Piezometer,PiezT2
115,91SCADA3_MD/ALM1/PV.CV,2003-09-09,391.5,Piezometer,PiezP1
116,91SCADA3_MB/ALM1/PV.CV,2003-09-09,378.0,Piezometer,PiezP2
117,91SCADA3_TEMP/ALM1/PV.CV,2003-09-09,364.2,Piezometer,PiezT1
118,OBS_100TE-8045A,2013-03-18,1496.73,Thermocouple,1
119,OBS_100TE-8045J,2013-03-18,331.73,Thermocouple,10
120,OBS_100TE-8045B,2013-03-18,1367.33,Thermocouple,2
121,OBS_100TE-8045C,2013-03-18,1237.83,Thermocouple,3
122,OBS_100TE-8045D,2013-03-18,1108.43,Thermocouple,4
123,OBS_100TE-8045E,2013-03-18,978.93,Thermocouple,5
124,OBS_100TE-8045F,2013-03-18,849.53,Thermocouple,6
125,OBS_100TE-8045G,2013-03-18,720.03,Thermocouple,7
126,OBS_100TE-8045H,2013-03-18,590.63,Thermocouple,8
127,OBS_100TE-8045I,2013-03-18,461.13,Thermocouple,9
128,OBS_100TI-8076A,2001-01-01,319.3,Thermocouple,1
129,OBS_100TI-8076J,2001-01-01,292.3,Thermocouple,10
130,OBS_100TI-8076K,2001-01-01,289.3,Thermocouple,11
131,OBS_100TI-8076L,2001-01-01,286.3,Thermocouple,12
132,OBS_100TI-8076M,2001-01-01,283.3,Thermocouple,13
133,OBS_100TI-8076N,2001-01-01,280.3,Thermocouple,14
134,OBS_100TI-8076O,2001-01-01,277.3,Thermocouple,15
135,OBS_100TI-8076P,2001-01-01,274.3,Thermocouple,16
136,OBS_100TI-8076Q,2001-01-01,271.3,Thermocouple,17
137,OBS_100TI-8076R,2001-01-01,268.3,Thermocouple,18
138,OBS_100TI-8076S,2001-01-01,265.3,Thermocouple,19
139,OBS_100TI-8076B,2001-01-01,316.3,Thermocouple,2
140,OBS_100TI-8076T,2001-01-01,262.3,Thermocouple,20
141,OBS_100TI-8076U,2001-01-01,259.3,Thermocouple,21
142,OBS_100TI-8076V,2001-01-01,256.3,Thermocouple,22
143,OBS_100TI-8076W,2001-01-01,253.3,Thermocouple,23
144,OBS_100TI-8076X,2001-01-01,250.3,Thermocouple,24
145,OBS_100TI-8076C,2001-01-01,313.3,Thermocouple,3
146,OBS_100TI-8076D,2001-01-01,310.3,Thermocouple,4
147,OBS_100TI-8076E,2001-01-01,307.3,Thermocouple,5
148,OBS_100TI-8076F,2001-01-01,304.3,Thermocouple,6
149,OBS_100TI-8076G,2001-01-01,301.3,Thermocouple,7
150,OBS_100TI-8076H,2001-01-01,298.3,Thermocouple,8
151,OBS_100TI-8076I,2001-01-01,295.3,Thermocouple,9
152,OBS_100TI-8015A,2001-01-01,319.0,Thermocouple,1
153,OBS_100TI-8015J,2001-01-01,283.9,Thermocouple,10
154,OBS_100TI-8015K,2001-01-01,280.0,Thermocouple,11
155,OBS_100TI-8015L,2001-01-01,276.1,Thermocouple,12
156,OBS_100TI-8015M,2001-01-01,272.2,Thermocouple,13
157,OBS_100TI-8015N,2001-01-01,268.3,Thermocouple,14
158,OBS_100TI-8015O,2001-01-01,264.4,Thermocouple,15
159,OBS_100TI-8015P,2001-01-01,260.5,Thermocouple,16
160,OBS_100TI-8015Q,2001-01-01,256.6,Thermocouple,17
161,OBS_100TI-8015R,2001-01-01,252.7,Thermocouple,18
162,OBS_100TI-8015S,2001-01-01,248.8,Thermocouple,19
163,OBS_100TI-8015B,2001-01-01,315.1,Thermocouple,2
164,OBS_100TI-8015T,2001-01-01,244.9,Thermocouple,20
165,OBS_100TI-8015U,2001-01-01,242.9,Thermocouple,21
166,OBS_100TI-8015V,2001-01-01,240.9,Thermocouple,22
167,OBS_100TI-8015W,2001-01-01,238.9,Thermocouple,23
168,OBS_100TI-8015X,2001-01-01,236.9,Thermocouple,24
169,OBS_100TI-8015C,2001-01-01,311.2,Thermocouple,3
170,OBS_100TI-8015D,2001-01-01,307.3,Thermocouple,4
171,OBS_100TI-8015E,2001-01-01,303.4,Thermocouple,5
172,OBS_100TI-8015F,2001-01-01,299.5,Thermocouple,6
173,OBS_100TI-8015G,2001-01-01,295.6,Thermocouple,7
174,OBS_100TI-8015H,2001-01-01,291.7,Thermocouple,8
175,OBS_100TI-8015I,2001-01-01,287.8,Thermocouple,9
176,OBS_100TI-8077A,2012-05-02,332.4,Thermocouple,1
177,OBS_100TI-8077J,2012-05-02,305.4,Thermocouple,10
178,OBS_100TI-8077K,2012-05-02,302.4,Thermocouple,11
179,OBS_100TI-8077L,2012-05-02,299.4,Thermocouple,12
180,OBS_100TI-8077M,2012-05-02,296.4,Thermocouple,13
181,OBS_100TI-8077N,2012-05-02,293.4,Thermocouple,14
182,OBS_100TI-8077O,2012-05-02,290.4,Thermocouple,15
183,OBS_100TI-8077P,2012-05-02,287.4,Thermocouple,16
184,OBS_100TI-8077Q,2012-05-02,284.4,Thermocouple,17
185,OBS_100TI-8077R,2012-05-02,281.4,Thermocouple,18
186,OBS_100TI-8077S,2012-05-02,278.4,Thermocouple,19
187,OBS_100TI-8077B,2012-05-02,329.4,Thermocouple,2
188,OBS_100TI-8077T,2012-05-02,275.4,Thermocouple,20
189,OBS_100TI-8077U,2012-05-02,272.4,Thermocouple,21
190,OBS_100TI-8077V,2012-05-02,269.4,Thermocouple,22
191,OBS_100TI-8077W,2012-05-02,266.4,Thermocouple,23
192,OBS_100TI-8077X,2012-05-02,263.4,Thermocouple,24
193,OBS_100TI-8077C,2012-05-02,326.4,Thermocouple,3
194,OBS_100TI-8077D,2012-05-02,323.4,Thermocouple,4
195,OBS_100TI-8077E,2012-05-02,320.4,Thermocouple,5
196,OBS_100TI-8077F,2012-05-02,317.4,Thermocouple,6
197,OBS_100TI-8077G,2012-05-02,314.4,Thermocouple,7
198,OBS_100TI-8077H,2012-05-02,311.4,Thermocouple,8
199,OBS_100TI-8077I,2012-05-02,308.4,Thermocouple,9
200,91SCADA5_PRS/ALM1/PV.CV,2004-03-04,364.6,Piezometer,PiezP1
201,91SCADA2_MD/ALM1/PV.CV,2003-09-09,336.2,Piezometer,PiezP1
202,91SCADA2_MB/ALM1/PV.CV,2003-09-09,362.7,Piezometer,PiezP2
203,91SCADA2_TEMP/ALM1/PV.CV,2003-09-09,318.0,Piezometer,PiezT1
204,OB_WELLS/OB10_PIEZO1.CV,2006-06-06,322.52,Piezometer,PiezP1
205,OB_WELLS/OB10_PIEZO2.CV,2006-06-06,322.52,Piezometer,PiezP2
206,OB_WELLS/OB10_PIEZO3.CV,2016-03-01,259.5,Piezometer,PiezP3
207,OB_WELLS/OB10_TEMP_PT1.CV,2006-06-06,322.52,Piezometer,PiezT1
208,OB_WELLS/OB10_TEMP_PT2.CV,2006-06-06,296.78,Piezometer,PiezT2
209,OB_WELLS/OB10_TEMP_PT3.CV,2016-03-01,259.5,Piezometer,PiezT3
210,OBS_100PI-8060BC,2012-03-21,286.5,Piezometer,PiezP1
211,OBS_100PI-8060BD,2012-03-21,241.5,Piezometer,PiezP2
212,OBS_100TI-8060A,2012-12-31,299.0,Thermocouple,1
213,OBS_100TI-8060J,2012-12-31,272.9,Thermocouple,10
214,OBS_100TI-8060K,2012-12-31,270.0,Thermocouple,11
215,OBS_100TI-8060L,2012-12-31,267.1,Thermocouple,12
216,OBS_100TI-8060M,2012-12-31,264.2,Thermocouple,13
217,OBS_100TI-8060N,2012-12-31,261.3,Thermocouple,14
218,OBS_100TI-8060O,2012-12-31,258.4,Thermocouple,15
219,OBS_100TI-8060P,2012-12-31,255.5,Thermocouple,16
220,OBS_100TI-8060Q,2012-12-31,252.6,Thermocouple,17
221,OBS_100TI-8060R,2012-12-31,249.7,Thermocouple,18
222,OBS_100TI-8060S,2012-12-31,246.8,Thermocouple,19
223,OBS_100TI-8060B,2012-12-31,296.1,Thermocouple,2
224,OBS_100TI-8060T,2012-12-31,243.9,Thermocouple,20
225,OBS_100TI-8060U,2012-12-31,241.0,Thermocouple,21
226,OBS_100TI-8060V,2012-12-31,238.1,Thermocouple,22
227,OBS_100TI-8060W,2012-12-31,235.2,Thermocouple,23
228,OBS_100TI-8060X,2012-12-31,232.3,Thermocouple,24
229,OBS_100TI-8060Y,2012-12-31,240.5,Thermocouple,25
230,OBS_100TI-8060Z,2012-12-31,238.5,Thermocouple,26
231,OBS_100TI-8060AA,2012-12-31,236.5,Thermocouple,27
232,OBS_100TI-8060AB,2012-12-31,234.5,Thermocouple,28
233,OBS_100TI-8060AC,2012-12-31,232.5,Thermocouple,29
234,OBS_100TI-8060C,2012-12-31,293.2,Thermocouple,3
235,OBS_100TI-8060AD,2012-12-31,230.5,Thermocouple,30
236,OBS_100TI-8060AE,2012-12-31,228.5,Thermocouple,31
237,OBS_100TI-8060AF,2012-12-31,226.5,Thermocouple,32
238,OBS_100TI-8060AG,2012-12-31,224.5,Thermocouple,33
239,OBS_100TI-8060AH,2012-12-31,222.5,Thermocouple,34
240,OBS_100TI-8060AI,2012-12-31,220.5,Thermocouple,35
241,OBS_100TI-8060AJ,2012-12-31,218.5,Thermocouple,36
242,OBS_100TI-8060AK,2012-12-31,216.5,Thermocouple,37
243,OBS_100TI-8060AL,2012-12-31,214.5,Thermocouple,38
244,OBS_100TI-8060AM,2012-12-31,212.5,Thermocouple,39
245,OBS_100TI-8060D,2012-12-31,290.3,Thermocouple,4
246,OBS_100TI-8060AN,2012-12-31,210.5,Thermocouple,40
247,OBS_100TI-8060AO,2012-12-31,208.5,Thermocouple,41
248,OBS_100TI-8060AP,2012-12-31,206.5,Thermocouple,42
249,OBS_100TI-8060AQ,2012-12-31,204.5,Thermocouple,43
250,OBS_100TI-8060AR,2012-12-31,202.5,Thermocouple,44
251,OBS_100TI-8060AS,2012-12-31,200.5,Thermocouple,45
252,OBS_100TI-8060AT,2012-12-31,198.5,Thermocouple,46
253,OBS_100TI-8060AU,2012-12-31,196.5,Thermocouple,47
254,OBS_100TI-8060AV,2012-12-31,194.5,Thermocouple,48
255,OBS_100TI-8060AW,2012-12-31,192.5,Thermocouple,49
256,OBS_100TI-8060E,2012-12-31,287.4,Thermocouple,5
257,OBS_100TI-8060AX,2012-12-31,190.5,Thermocouple,50
258,OBS_100TI-8060AY,2012-12-31,188.5,Thermocouple,51
259,OBS_100TI-8060AZ,2012-12-31,186.5,Thermocouple,52
260,OBS_100TI-8060BA,2012-12-31,184.5,Thermocouple,53
261,OBS_100TI-8060BB,2012-12-31,182.5,Thermocouple,54
262,OBS_100TI-8060F,2012-12-31,284.5,Thermocouple,6
263,OBS_100TI-8060G,2012-12-31,281.6,Thermocouple,7
264,OBS_100TI-8060H,2012-12-31,278.7,Thermocouple,8
265,OBS_100TI-8060I,2012-12-31,275.8,Thermocouple,9
266,OBS_100TI-8060BC,2012-12-31,286.5,Piezometer,PiezT1
267,OBS_100TI-8060BD,2012-12-31,241.5,Piezometer,PiezT2
268,OBS_100PI-8097BC,2012-03-20,301.0,Piezometer,PiezP1
269,OBS_100PI-8097BD,2012-03-20,256.0,Piezometer,PiezP2
270,OBS_100TI-8097A,2012-12-31,325.0,Thermocouple,1
271,OBS_100TI-8097J,2012-12-31,293.5,Thermocouple,10
272,OBS_100TI-8097K,2012-12-31,290.0,Thermocouple,11
273,OBS_100TI-8097L,2012-12-31,286.5,Thermocouple,12
274,OBS_100TI-8097M,2012-12-31,283.0,Thermocouple,13
275,OBS_100TI-8097N,2012-12-31,279.5,Thermocouple,14
276,OBS_100TI-8097O,2012-12-31,276.0,Thermocouple,15
277,OBS_100TI-8097P,2012-12-31,272.5,Thermocouple,16
278,OBS_100TI-8097Q,2012-12-31,269.0,Thermocouple,17
279,OBS_100TI-8097R,2012-12-31,265.5,Thermocouple,18
280,OBS_100TI-8097S,2012-12-31,262.0,Thermocouple,19
281,OBS_100TI-8097B,2012-12-31,321.5,Thermocouple,2
282,OBS_100TI-8097T,2012-12-31,258.5,Thermocouple,20
283,OBS_100TI-8097U,2012-12-31,255.0,Thermocouple,21
284,OBS_100TI-8097V,2012-12-31,251.5,Thermocouple,22
285,OBS_100TI-8097W,2012-12-31,248.0,Thermocouple,23
286,OBS_100TI-8097X,2012-12-31,244.5,Thermocouple,24
287,OBS_100TI-8097Y,2012-12-31,255.0,Thermocouple,25
288,OBS_100TI-8097Z,2012-12-31,253.0,Thermocouple,26
289,OBS_100TI-8097AA,2012-12-31,251.0,Thermocouple,27
290,OBS_100TI-8097AB,2012-12-31,249.0,Thermocouple,28
291,OBS_100TI-8097AC,2012-12-31,247.0,Thermocouple,29
292,OBS_100TI-8097C,2012-12-31,318.0,Thermocouple,3
293,OBS_100TI-8097AD,2012-12-31,245.0,Thermocouple,30
294,OBS_100TI-8097AE,2012-12-31,243.0,Thermocouple,31
295,OBS_100TI-8097AF,2012-12-31,241.0,Thermocouple,32
296,OBS_100TI-8097AG,2012-12-31,239.0,Thermocouple,33
297,OBS_100TI-8097AH,2012-12-31,237.0,Thermocouple,34
298,OBS_100TI-8097AI,2012-12-31,235.0,Thermocouple,35
299,OBS_100TI-8097AJ,2012-12-31,233.0,Thermocouple,36
300,OBS_100TI-8097AK,2012-12-31,231.0,Thermocouple,37
301,OBS_100TI-8097AL,2012-12-31,229.0,Thermocouple,38
302,OBS_100TI-8097AM,2012-12-31,227.0,Thermocouple,39
303,OBS_100TI-8097D,2012-12-31,314.5,Thermocouple,4
304,OBS_100TI-8097AN,2012-12-31,225.0,Thermocouple,40
305,OBS_100TI-8097AO,2012-12-31,223.0,Thermocouple,41
306,OBS_100TI-8097AP,2012-12-31,221.0,Thermocouple,42
307,OBS_100TI-8097AQ,2012-12-31,219.0,Thermocouple,43
308,OBS_100TI-8097AR,2012-12-31,217.0,Thermocouple,44
309,OBS_100TI-8097AS,2012-12-31,215.0,Thermocouple,45
310,OBS_100TI-8097AT,2012-12-31,213.0,Thermocouple,46
311,OBS_100TI-8097AU,2012-12-31,211.0,Thermocouple,47
312,OBS_100TI-8097AV,2012-12-31,209.0,Thermocouple,48
313,OBS_100TI-8097AW,2012-12-31,207.0,Thermocouple,49
314,OBS_100TI-8097E,2012-12-31,311.0,Thermocouple,5
315,OBS_100TI-8097AX,2012-12-31,205.0,Thermocouple,50
316,OBS_100TI-8097AY,2012-12-31,203.0,Thermocouple,51
317,OBS_100TI-8097AZ,2012-12-31,201.0,Thermocouple,52
318,OBS_100TI-8097BA,2012-12-31,199.0,Thermocouple,53
319,OBS_100TI-8097BB,2012-12-31,197.0,Thermocouple,54
320,OBS_100TI-8097F,2012-12-31,307.5,Thermocouple,6
321,OBS_100TI-8097G,2012-12-31,304.0,Thermocouple,7
322,OBS_100TI-8097H,2012-12-31,300.5,Thermocouple,8
323,OBS_100TI-8097I,2012-12-31,297.0,Thermocouple,9
324,OBS_100TI-8097BC,2012-12-31,301.0,Piezometer,PiezT1
325,OBS_100TI-8097BD,2012-12-31,256.0,Piezometer,PiezT2
326,OBS_100PI-8061BC,2012-03-20,281.5,Piezometer,PiezP1
327,OBS_100PI-8061BD,2012-03-20,236.5,Piezometer,PiezP2
328,OBS_100TI-8061A,2012-03-20,290.0,Thermocouple,1
329,OBS_100TI-8061J,2012-03-20,263.9,Thermocouple,10
330,OBS_100TI-8061K,2012-03-20,261.0,Thermocouple,11
331,OBS_100TI-8061L,2012-03-20,258.1,Thermocouple,12
332,OBS_100TI-8061M,2012-03-20,255.2,Thermocouple,13
333,OBS_100TI-8061N,2012-03-20,252.3,Thermocouple,14
334,OBS_100TI-8061O,2012-03-20,249.4,Thermocouple,15
335,OBS_100TI-8061P,2012-03-20,246.5,Thermocouple,16
336,OBS_100TI-8061Q,2012-03-20,243.6,Thermocouple,17
337,OBS_100TI-8061R,2012-03-20,240.7,Thermocouple,18
338,OBS_100TI-8061S,2012-03-20,237.8,Thermocouple,19
339,OBS_100TI-8061B,2012-03-20,287.1,Thermocouple,2
340,OBS_100TI-8061T,2012-03-20,234.9,Thermocouple,20
341,OBS_100TI-8061U,2012-03-20,232.0,Thermocouple,21
342,OBS_100TI-8061V,2012-03-20,229.1,Thermocouple,22
343,OBS_100TI-8061W,2012-03-20,226.2,Thermocouple,23
344,OBS_100TI-8061X,2012-03-20,223.3,Thermocouple,24
345,OBS_100TI-8061Y,2012-03-20,235.5,Thermocouple,25
346,OBS_100TI-8061Z,2012-03-20,233.5,Thermocouple,26
347,OBS_100TI-8061AA,2012-03-20,231.5,Thermocouple,27
348,OBS_100TI-8061AB,2012-03-20,229.5,Thermocouple,28
349,OBS_100TI-8061AC,2012-03-20,227.5,Thermocouple,29
350,OBS_100TI-8061C,2012-03-20,284.2,Thermocouple,3
351,OBS_100TI-8061AD,2012-03-20,225.5,Thermocouple,30
352,OBS_100TI-8061AE,2012-03-20,223.5,Thermocouple,31
353,OBS_100TI-8061AF,2012-03-20,221.5,Thermocouple,32
354,OBS_100TI-8061AG,2012-03-20,219.5,Thermocouple,33
355,OBS_100TI-8061AH,2012-03-20,217.5,Thermocouple,34
356,OBS_100TI-8061AI,2012-03-20,215.5,Thermocouple,35
357,OBS_100TI-8061AJ,2012-03-20,213.5,Thermocouple,36
358,OBS_100TI-8061AK,2012-03-20,211.5,Thermocouple,37
359,OBS_100TI-8061AL,2012-03-20,209.5,Thermocouple,38
360,OBS_100TI-8061AM,2012-03-20,207.5,Thermocouple,39
361,OBS_100TI-8061D,2012-03-20,281.3,Thermocouple,4
362,OBS_100TI-8061AN,2012-03-20,205.5,Thermocouple,40
363,OBS_100TI-8061AO,2012-03-20,203.5,Thermocouple,41
364,OBS_100TI-8061AP,2012-03-20,201.5,Thermocouple,42
365,OBS_100TI-8061AQ,2012-03-20,199.5,Thermocouple,43
366,OBS_100TI-8061AR,2012-03-20,197.5,Thermocouple,44
367,OBS_100TI-8061AS,2012-03-20,195.5,Thermocouple,45
368,OBS_100TI-8061AT,2012-03-20,193.5,Thermocouple,46
369,OBS_100TI-8061AU,2012-03-20,191.5,Thermocouple,47
370,OBS_100TI-8061AV,2012-03-20,189.5,Thermocouple,48
371,OBS_100TI-8061AW,2012-03-20,187.5,Thermocouple,49
372,OBS_100TI-8061E,2012-03-20,278.4,Thermocouple,5
373,OBS_100TI-8061AX,2012-03-20,185.5,Thermocouple,50
374,OBS_100TI-8061AY,2012-03-20,183.5,Thermocouple,51
375,OBS_100TI-8061AZ,2012-03-20,181.5,Thermocouple,52
376,OBS_100TI-8061BA,2012-03-20,179.5,Thermocouple,53
377,OBS_100TI-8061BB,2012-03-20,177.5,Thermocouple,54
378,OBS_100TI-8061F,2012-03-20,275.5,Thermocouple,6
379,OBS_100TI-8061G,2012-03-20,272.6,Thermocouple,7
380,OBS_100TI-8061H,2012-03-20,269.7,Thermocouple,8
381,OBS_100TI-8061I,2012-03-20,266.8,Thermocouple,9
382,OBS_100TI-8061BC,2012-03-20,281.5,Piezometer,PiezT1
383,OBS_100TI-8061BD,2012-03-20,236.5,Piezometer,PiezT2
384,OB104_PRESS_PT1,2019-05-27,228.0,Piezometer,PiezP1
385,OB104_TEMP_PT1,2019-05-27,228.0,Piezometer,PiezT1
386,OBS_100PI-8062BC,2012-03-20,312.1,Piezometer,PiezP1
387,OBS_100PI-8062BD,2012-03-20,267.39,Piezometer,PiezP2
388,OBS_100TI-8062A,2012-03-20,329.5,Thermocouple,1
389,OBS_100TI-8062J,2012-03-20,308.89,Thermocouple,10
390,OBS_100TI-8062K,2012-03-20,306.6,Thermocouple,11
391,OBS_100TI-8062L,2012-03-20,304.31,Thermocouple,12
