,TAG_NAME,DEPTH_EFFECTIVE_DATE,MDKB_DEPTH,INSTRUMENTATION_TYPE,Point #
1612,OBS_100TI-1005G,2013-07-03,310.0,Thermocouple,7
1613,OBS_100TI-1005H,2013-07-03,308.0,Thermocouple,8
1614,OBS_100TI-1005I,2013-07-03,306.0,Thermocouple,9
1615,OBS_100TI-1005AO,2013-07-03,319.0,Piezometer,PiezT1
1616,OBS_100TI-1005AP,2013-07-03,308.0,Piezometer,PiezT2
1617,OBS_100TI-1005AQ,2013-07-03,299.0,Piezometer,PiezT3
1618,OBS_100TI-1005AR,2013-07-03,271.0,Piezometer,PiezT4
1619,OBS_100TI-1005AS,2013-07-03,256.0,Piezometer,PiezT5
1620,Temp Piezo,2001-01-01,285.7,Piezometer,PiezP1
1621,Temp Piezo,2001-01-01,281.2,Piezometer,PiezP2
1622,Temp Piezo,2001-01-01,264.2,Piezometer,PiezP3
1623,Temp Piezo,2001-01-01,255.3,Piezometer,PiezP4
1624,Temp Piezo,2001-01-01,241.6,Piezometer,PiezP5
1625,Temp Piezo,2001-01-01,234.0,Piezometer,PiezP6
1626,Temp Piezo,2001-01-01,287.8,Piezometer,PiezP1
1628,OB_WELLS/OB164_PIEZO1,2015-04-09,285.5,Piezometer,PiezP1
1629,OB_WELLS/OB164_PIEZO2,2015-04-09,280.0,Piezometer,PiezP2
1630,OB_WELLS/OB164_PIEZO3,2015-04-09,275.0,Piezometer,PiezP3
1631,OB_WELLS/OB164_PIEZO4,2015-04-09,267.0,Piezometer,PiezP4
1632,OB_WELLS/OB164_PIEZO5,2015-04-09,242.75,Piezometer,PiezP5
1633,OB_WELLS/OB164_TEMP_PT1,2015-04-09,285.5,Piezometer,PiezT1
1634,OB_WELLS/OB164_TEMP_PT2,2015-04-09,280.0,Piezometer,PiezT2
1635,OB_WELLS/OB164_TEMP_PT3,2015-04-09,275.0,Piezometer,PiezT3
1636,OB_WELLS/OB164_TEMP_PT4,2015-04-09,267.0,Piezometer,PiezT4
1637,OB_WELLS/OB164_TEMP_PT5,2015-04-09,242.75,Piezometer,PiezT5
1638,OB_WELLS/OB165_PIEZO1,2015-04-09,302.0,Piezometer,PiezP1
1639,OB_WELLS/OB165_PIEZO2,2015-04-09,294.5,Piezometer,PiezP2
1640,OB_WELLS/OB165_PIEZO3,2015-04-09,279.5,Piezometer,PiezP3
1641,OB_WELLS/OB165_PIEZO4,2015-04-09,253.5,Piezometer,PiezP4
1642,OB_WELLS/OB165_PIEZO5,2015-04-09,245.4,Piezometer,PiezP5
1643,OB_WELLS/OB165_PIEZO6,2015-04-09,238.15,Piezometer,PiezP6
1644,OB_WELLS/OB165_TEMP_PT1,2016-12-31,302.0,Piezometer,PiezT1
1645,OB_WELLS/OB165_TEMP_PT2,2016-12-31,294.5,Piezometer,PiezT2
1646,OB_WELLS/OB165_TEMP_PT3,2016-12-31,279.5,Piezometer,PiezT3
1647,OB_WELLS/OB165_TEMP_PT4,2016-12-31,253.5,Piezometer,PiezT4
1648,OB_WELLS/OB165_TEMP_PT5,2016-12-31,245.4,Piezometer,PiezT5
1649,OB_WELLS/OB165_TEMP_PT6,2016-12-31,238.15,Piezometer,PiezT6
1650,OBS_100PI-1006A,2013-07-03,278.0,Piezometer,PiezP1
1651,OBS_100PI-1006B,2013-07-03,261.0,Piezometer,PiezP2
1652,OBS_100PI-1006C,2013-07-03,242.0,Piezometer,PiezP3
1653,OBS_100TI-1008A,2013-07-03,278.0,Piezometer,PiezT1
1654,OBS_100TI-1006B,2013-07-03,261.0,Piezometer,PiezT2
1655,OBS_100TI-1006C,2013-07-03,242.0,Piezometer,PiezT3
1656,OBS_100PI-1007A,2013-07-03,285.0,Piezometer,PiezP1
1657,OBS_100PI-1007B,2013-07-03,261.5,Piezometer,PiezP2
1658,OBS_100TI-1007A,2013-07-03,285.0,Piezometer,PiezT1
1659,OBS_100TI-1007B,2013-07-03,261.5,Piezometer,PiezT2
1660,OBS_100PI-1008A,2013-07-03,278.0,Piezometer,PiezP1
1661,OBS_100PI-1008B,2013-07-03,258.0,Piezometer,PiezP2
1662,OBS_100TI-1008A,2013-07-03,278.0,Piezometer,Piez T1
1663,OBS_100TI-1008B,2013-07-03,258.0,Piezometer,Piez T2
1664,OBS_100PI-1009A,2013-07-03,287.0,Piezometer,PiezP1
1665,OBS_100PI-1009B,2013-07-03,270.0,Piezometer,PiezP2
1666,OBS_100PI-1009C,2013-07-03,253.0,Piezometer,PiezP3
1667,OBS_100TI-1009A,2013-07-03,287.0,Piezometer,PiezT1
1668,OBS_100TI-1009B,2013-07-03,270.0,Piezometer,PiezT2
1669,OBS_100TI-1009C,2013-07-03,253.0,Piezometer,PiezT3
1670,OBS_100TI-8079A,2012-03-20,326.02,Thermocouple,1
1671,OBS_100TI-8079J,2012-03-20,299.02,Thermocouple,10
1672,OBS_100TI-8079K,2012-03-20,296.02,Thermocouple,11
1673,OBS_100TI-8079L,2012-03-20,293.02,Thermocouple,12
1674,OBS_100TI-8079M,2012-03-20,290.02,Thermocouple,13
1675,OBS_100TI-8079N,2012-03-20,287.02,Thermocouple,14
1676,OBS_100TI-8079O,2012-03-20,284.02,Thermocouple,15
1677,OBS_100TI-8079P,2012-03-20,281.02,Thermocouple,16
1678,OBS_100TI-8079Q,2012-03-20,278.02,Thermocouple,17
1679,OBS_100TI-8079R,2012-03-20,275.02,Thermocouple,18
1680,OBS_100TI-8079S,2012-03-20,272.02,Thermocouple,19
1681,OBS_100TI-8079B,2012-03-20,323.02,Thermocouple,2
1682,OBS_100TI-8079T,2012-03-20,269.02,Thermocouple,20
1683,OBS_100TI-8079U,2012-03-20,266.02,Thermocouple,21
1684,OBS_100TI-8079V,2012-03-20,263.02,Thermocouple,22
1685,OBS_100TI-8079W,2012-03-20,260.02,Thermocouple,23
1686,OBS_100TI-8079X,2012-03-20,257.02,Thermocouple,24
1687,OBS_100TI-8079C,2012-03-20,320.02,Thermocouple,3
1688,OBS_100TI-8079D,2012-03-20,317.02,Thermocouple,4
1689,OBS_100TI-8079E,2012-03-20,315.02,Thermocouple,5
1690,OBS_100TI-8079F,2012-03-20,311.02,Thermocouple,6
1691,OBS_100TI-8079G,2012-03-20,308.02,Thermocouple,7
1692,OBS_100TI-8079H,2012-03-20,305.02,Thermocouple,8
1693,OBS_100TI-8079I,2012-03-20,302.02,Thermocouple,9
1694,OBS_100PI-1010A,2013-07-03,267.0,Piezometer,PiezP1
1695,OBS_100PI-1010B,2013-07-03,251.5,Piezometer,PiezP2
1696,OBS_100TI-1010A,2013-07-03,267.0,Piezometer,PiezT1
1697,OBS_100TI-1010B,2013-07-03,251.5,Piezometer,PiezT2
1698,OB_WELLS/OB3_07_TEMP_PT1.CV,2001-01-01,330.87,Thermocouple,1
1699,OB_WELLS/OB3_07_TEMP_PT10.CV,2001-01-01,297.84,Thermocouple,10
1700,OB_WELLS/OB3_07_TEMP_PT11.CV,2001-01-01,294.17,Thermocouple,11
1701,OB_WELLS/OB3_07_TEMP_PT12.CV,2001-01-01,290.5,Thermocouple,12
1702,OB_WELLS/OB3_07_TEMP_PT13.CV,2001-01-01,286.83,Thermocouple,13
1703,OB_WELLS/OB3_07_TEMP_PT14.CV,2001-01-01,283.16,Thermocouple,14
1704,OB_WELLS/OB3_07_TEMP_PT15.CV,2001-01-01,279.49,Thermocouple,15
1705,OB_WELLS/OB3_07_TEMP_PT16.CV,2001-01-01,275.82,Thermocouple,16
1706,OB_WELLS/OB3_07_TEMP_PT17.CV,2001-01-01,272.15,Thermocouple,17
1707,OB_WELLS/OB3_07_TEMP_PT18.CV,2001-01-01,268.48,Thermocouple,18
1708,OB_WELLS/OB3_07_TEMP_PT19.CV,2001-01-01,264.81,Thermocouple,19
1709,OB_WELLS/OB3_07_TEMP_PT2.CV,2001-01-01,327.2,Thermocouple,2
1710,OB_WELLS/OB3_07_TEMP_PT20.CV,2001-01-01,261.14,Thermocouple,20
1711,OB_WELLS/OB3_07_TEMP_PT21.CV,2001-01-01,259.14,Thermocouple,21
1712,OB_WELLS/OB3_07_TEMP_PT22.CV,2001-01-01,257.14,Thermocouple,22
1713,OB_WELLS/OB3_07_TEMP_PT23.CV,2001-01-01,255.14,Thermocouple,23
1714,OB_WELLS/OB3_07_TEMP_PT24.CV,2001-01-01,253.14,Thermocouple,24
1715,OB_WELLS/OB3_07_TEMP_PT3.CV,2001-01-01,323.53,Thermocouple,3
1716,OB_WELLS/OB3_07_TEMP_PT4.CV,2001-01-01,319.86,Thermocouple,4
1717,OB_WELLS/OB3_07_TEMP_PT5.CV,2001-01-01,316.19,Thermocouple,5
1718,OB_WELLS/OB3_07_TEMP_PT6.CV,2001-01-01,312.52,Thermocouple,6
1719,OB_WELLS/OB3_07_TEMP_PT7.CV,2001-01-01,308.85,Thermocouple,7
1720,OB_WELLS/OB3_07_TEMP_PT8.CV,2001-01-01,305.18,Thermocouple,8
1721,OB_WELLS/OB3_07_TEMP_PT9.CV,2001-01-01,301.51,Thermocouple,9
1722,OBS_100PI-1001Y,2014-05-03,241.7,Piezometer,PiezP1
1723,OBS_100PI-1001Z,2014-05-03,233.0,Piezometer,PiezP2
1724,OBS_100TI-1001A,2014-06-30,248.6,Thermocouple,1
1725,OBS_100TI-1001J,2014-06-30,225.9,Thermocouple,10
1726,OBS_100TI-1001K,2014-06-30,223.4,Thermocouple,11
1727,OBS_100TI-1001L,2014-06-30,220.9,Thermocouple,12
1728,OBS_100TI-1001M,2014-06-30,218.3,Thermocouple,13
1729,OBS_100TI-1001N,2014-06-30,215.8,Thermocouple,14
1730,OBS_100TI-1001O,2014-06-30,213.3,Thermocouple,15
1731,OBS_100TI-1001P,2014-06-30,210.8,Thermocouple,16
1732,OBS_100TI-1001Q,2014-06-30,208.3,Thermocouple,17
1733,OBS_100TI-1001R,2014-06-30,205.7,Thermocouple,18
1734,OBS_100TI-1001S,2014-06-30,203.2,Thermocouple,19
1735,OBS_100TI-1001B,2014-06-30,246.1,Thermocouple,2
1736,OBS_100TI-1001T,2014-06-30,200.7,Thermocouple,20
1737,OBS_100TI-1001U,2014-06-30,198.2,Thermocouple,21
1738,OBS_100TI-1001V,2014-06-30,195.6,Thermocouple,22
1739,OBS_100TI-1001W,2014-06-30,193.1,Thermocouple,23
1740,OBS_100TI-1001X,2014-06-30,190.6,Thermocouple,24
1741,OBS_100TI-1001C,2014-06-30,243.6,Thermocouple,3
1742,OBS_100TI-1001D,2014-06-30,241.0,Thermocouple,4
1743,OBS_100TI-1001E,2014-06-30,238.5,Thermocouple,5
1744,OBS_100TI-1001F,2014-06-30,236.0,Thermocouple,6
1745,OBS_100TI-1001G,2014-06-30,233.5,Thermocouple,7
1746,OBS_100TI-1001H,2014-06-30,230.9,Thermocouple,8
1747,OBS_100TI-1001I,2014-06-30,228.4,Thermocouple,9
1750,OBS_100-PI-80011A,2017-06-15,281.9,Piezometer,PiezP1
1751,OBS_100-PI-80011B,2017-06-15,268.3,Piezometer,PiezP2
1752,OBS_100-PI-80011C,2017-06-15,255.5,Piezometer,PiezP3
1753,OBS_100-PI-80011D,2017-06-15,245.2,Piezometer,PiezP4
1754,OBS_100-PI-80011E,2017-06-15,233.5,Piezometer,PiezP5
1755,OBS_100-TI-80011A,2017-06-15,281.9,Piezometer,Piez T1
1756,OBS_100-TI-80011B,2017-06-15,268.3,Piezometer,Piez T2
1757,OBS_100-TI-80011C,2017-06-15,255.5,Piezometer,Piez T3
1758,OBS_100-TI-80011D,2017-06-15,245.2,Piezometer,Piez T4
1759,OBS_100-TI-80011E,2017-06-15,233.5,Piezometer,Piez T5
1760,OB_WELLS/OB9_07_PIEZO2.CV,2001-01-01,319.94,Piezometer,PiezP2
1761,OB_WELLS/OB9_07_TEMP_PT1.CV,2001-01-01,319.94,Piezometer,PiezT1
1762,OB_WELLS/OB9_07_TEMP_PT2.CV,2001-01-01,282.44,Piezometer,PiezT2
1763,OBS_100-PI-80012A,2017-06-15,277.9,Piezometer,PiezP1
1764,OBS_100-PI-80012B,2017-06-15,264.5,Piezometer,PiezP2
1765,OBS_100-PI-80012C,2017-06-15,251.9,Piezometer,PiezP3
1766,OBS_100-PI-80012D,2017-06-15,241.6,Piezometer,PiezP4
1767,OBS_100-PI-80012E,2017-06-15,230.1,Piezometer,PiezP5
1768,OBS_100-TI-80012A,2017-06-16,277.9,Piezometer,PiezT1
1769,OBS_100-TI-80012B,2017-06-16,264.5,Piezometer,PiezT2
1770,OBS_100-TI-80012C,2017-06-15,251.9,Piezometer,PiezT3
1771,OBS_100-TI-80012D,2017-06-15,241.6,Piezometer,PiezT4
1772,OBS_100-TI-80012E,2017-06-15,230.1,Piezometer,PiezT5
1773,OB_WELLS/OB8_07_TEMP_PT1.CV,2001-01-01,332.44,Thermocouple,1
1774,OB_WELLS/OB8_07_TEMP_PT10.CV,2001-01-01,297.25,Thermocouple,10
1775,OB_WELLS/OB8_07_TEMP_PT11.CV,2001-01-01,293.34,Thermocouple,11
1776,OB_WELLS/OB8_07_TEMP_PT12.CV,2001-01-01,289.43,Thermocouple,12
1777,OB_WELLS/OB8_07_TEMP_PT13.CV,2001-01-01,285.52,Thermocouple,13
1778,OB_WELLS/OB8_07_TEMP_PT14.CV,2001-01-01,281.61,Thermocouple,14
1779,OB_WELLS/OB8_07_TEMP_PT15.CV,2001-01-01,277.7,Thermocouple,15
1780,OB_WELLS/OB8_07_TEMP_PT16.CV,2001-01-01,273.79,Thermocouple,16
1781,OB_WELLS/OB8_07_TEMP_PT17.CV,2001-01-01,269.88,Thermocouple,17
1782,OB_WELLS/OB8_07_TEMP_PT18.CV,2001-01-01,265.97,Thermocouple,18
1783,OB_WELLS/OB8_07_TEMP_PT19.CV,2001-01-01,262.06,Thermocouple,19
1784,OB_WELLS/OB8_07_TEMP_PT2.CV,2001-01-01,328.53,Thermocouple,2
1785,OB_WELLS/OB8_07_TEMP_PT20.CV,2001-01-01,258.15,Thermocouple,20
1786,OB_WELLS/OB8_07_TEMP_PT21.CV,2001-01-01,256.15,Thermocouple,21
1787,OB_WELLS/OB8_07_TEMP_PT22.CV,2001-01-01,254.15,Thermocouple,22
1788,OB_WELLS/OB8_07_TEMP_PT23.CV,2001-01-01,252.15,Thermocouple,23
1789,OB_WELLS/OB8_07_TEMP_PT24.CV,2001-01-01,250.15,Thermocouple,24
1790,OB_WELLS/OB8_07_TEMP_PT3.CV,2001-01-01,324.62,Thermocouple,3
1791,OB_WELLS/OB8_07_TEMP_PT4.CV,2001-01-01,320.71,Thermocouple,4
1792,OB_WELLS/OB8_07_TEMP_PT5.CV,2001-01-01,316.8,Thermocouple,5
1793,OB_WELLS/OB8_07_TEMP_PT6.CV,2001-01-01,312.89,Thermocouple,6
1794,OB_WELLS/OB8_07_TEMP_PT7.CV,2001-01-01,308.98,Thermocouple,7
1795,OB_WELLS/OB8_07_TEMP_PT8.CV,2001-01-01,305.07,Thermocouple,8
1796,OB_WELLS/OB8_07_TEMP_PT9.CV,2001-01-01,301.16,Thermocouple,9
1797,OBS_100PI-8200A,2014-05-01,275.5,Piezometer,PiezP1
1798,OBS_100PI-8200B,2014-05-01,260.5,Piezometer,PiezP2
1799,OBS_100PI-8200C,2014-05-01,241.5,Piezometer,PiezP3
1800,OBS_100TI-8200A,2014-05-01,275.5,Piezometer,PiezT1
1801,OBS_100TI-8200B,2014-05-01,260.5,Piezometer,PiezT2
1802,OBS_100TI-8200C,2014-05-01,241.5,Piezometer,PiezT3
1803,OBS_100PI-8201AE,2014-05-02,283.0,Piezometer,PiezP1
1804,OBS_100PI-8201AF,2014-05-02,272.0,Piezometer,PiezP2
1805,OBS_100PI-8201AG,2014-05-02,259.0,Piezometer,PiezP3
1806,OBS_100TI-8201A,2014-05-02,265.5,Thermocouple,1
1807,OBS_100TI-8201J,2014-05-02,247.5,Thermocouple,10
1808,OBS_100TI-8201K,2014-05-02,245.5,Thermocouple,11
1809,OBS_100TI-8201L,2014-05-02,243.5,Thermocouple,12
1810,OBS_100TI-8201M,2014-05-02,241.5,Thermocouple,13
1811,OBS_100TI-8201N,2014-05-02,239.5,Thermocouple,14
1812,OBS_100TI-8201O,2014-05-02,237.5,Thermocouple,15
1813,OBS_100TI-8201P,2014-05-02,235.5,Thermocouple,16
1814,OBS_100TI-8201Q,2014-05-02,233.5,Thermocouple,17
1815,OBS_100TI-8201R,2014-05-02,231.5,Thermocouple,18
1816,OBS_100TI-8201S,2014-05-02,229.5,Thermocouple,19
1817,OBS_100TI-8201B,2014-05-02,263.5,Thermocouple,2
1818,OBS_100TI-8201T,2014-05-02,227.5,Thermocouple,20
1819,OBS_100TI-8201U,2014-05-02,225.5,Thermocouple,21
1820,OBS_100TI-8201V,2014-05-02,223.5,Thermocouple,22
1821,OBS_100TI-8201W,2014-05-02,221.5,Thermocouple,23
1822,OBS_100TI-8201X,2014-05-02,219.5,Thermocouple,24
1823,OBS_100TI-8201Y,2014-05-02,217.5,Thermocouple,25
1824,OBS_100TI-8201Z,2014-05-02,215.5,Thermocouple,26
1825,OBS_100TI-8201AA,2014-05-02,213.5,Thermocouple,27
1826,OBS_100TI-8201AB,2014-05-02,211.5,Thermocouple,28
1827,OBS_100TI-8201AC,2014-05-02,209.5,Thermocouple,29
1828,OBS_100TI-8201C,2014-05-02,261.5,Thermocouple,3
1829,OBS_100TI-8201AD,2014-05-02,207.5,Thermocouple,30
1830,OBS_100TI-8201D,2014-05-02,259.5,Thermocouple,4
1831,OBS_100TI-8201E,2014-05-02,257.5,Thermocouple,5
1832,OBS_100TI-8201F,2014-05-02,255.5,Thermocouple,6
1833,OBS_100TI-8201G,2014-05-02,253.5,Thermocouple,7
1834,OBS_100TI-8201H,2014-05-02,251.5,Thermocouple,8
1835,OBS_100TI-8201I,2014-05-02,249.5,Thermocouple,9
1836,OBS_100TI-8201AE,2014-05-02,283.0,Piezometer,PiezT1
1837,OBS_100TI-8201AF,2014-05-02,272.0,Piezometer,PiezT2
1838,OBS_100TI-8201AG,2014-05-02,259.0,Piezometer,PiezT3
1839,OBS_100PI-8202AO,2014-05-02,340.0,Piezometer,PiezP1
1840,OBS_100PI-8202AP,2014-05-02,334.0,Piezometer,PiezP2
1841,OBS_100PI-8202AQ,2014-05-02,328.0,Piezometer,PiezP3
1842,OBS_100PI-8202AR,2014-05-02,320.0,Piezometer,PiezP4
1843,OBS_100TI-8202A,2014-05-02,343.0,Thermocouple,1
1844,OBS_100TI-8202J,2014-05-02,334.0,Thermocouple,10
1845,OBS_100TI-8202K,2014-05-02,333.0,Thermocouple,11
1846,OBS_100TI-8202L,2014-05-02,332.0,Thermocouple,12
1847,OBS_100TI-8202M,2014-05-02,331.0,Thermocouple,13
1848,OBS_100TI-8202N,2014-05-02,330.0,Thermocouple,14
1849,OBS_100TI-8202O,2014-05-02,329.0,Thermocouple,15
1850,OBS_100TI-8202P,2014-05-02,328.0,Thermocouple,16
1851,OBS_100TI-8202Q,2014-05-02,327.0,Thermocouple,17
1852,OBS_100TI-8202R,2014-05-02,326.0,Thermocouple,18
1853,OBS_100TI-8202S,2014-05-02,325.0,Thermocouple,19
1854,OBS_100TI-8202B,2014-05-02,342.0,Thermocouple,2
1855,OBS_100TI-8202T,2014-05-02,324.0,Thermocouple,20
1856,OBS_100TI-8202U,2014-05-02,323.0,Thermocouple,21
1857,OBS_100TI-8202V,2014-05-02,321.0,Thermocouple,22
1858,OBS_100TI-8202W,2014-05-02,320.0,Thermocouple,23
1859,OBS_100TI-8202X,2014-05-02,319.0,Thermocouple,24
1860,OBS_100TI-8202Y,2014-05-02,318.0,Thermocouple,25
1861,OBS_100TI-8202Z,2014-05-02,317.0,Thermocouple,26
1862,OBS_100TI-8202AA,2014-05-02,316.0,Thermocouple,27
1863,OBS_100TI-8202AB,2014-05-02,315.0,Thermocouple,28
1864,OBS_100TI-8202AC,2014-05-02,314.0,Thermocouple,29
1865,OBS_100TI-8202C,2014-05-02,341.0,Thermocouple,3
1866,OBS_100TI-8202AD,2014-05-02,313.0,Thermocouple,30
1867,OBS_100TI-8202AE,2014-05-02,312.0,Thermocouple,31
1868,OBS_100TI-8202AF,2014-05-02,311.0,Thermocouple,32
1869,OBS_100TI-8202AG,2014-05-02,310.0,Thermocouple,33
1870,OBS_100TI-8202AH,2014-05-02,309.0,Thermocouple,34
1871,OBS_100TI-8202AI,2014-05-02,308.0,Thermocouple,35
1872,OBS_100TI-8202AJ,2014-05-02,307.0,Thermocouple,36
1873,OBS_100TI-8202AK,2014-05-02,306.0,Thermocouple,37
1874,OBS_100TI-8202AL,2014-05-02,305.0,Thermocouple,38
1875,OBS_100TI-8202AM,2014-05-02,304.0,Thermocouple,39
1876,OBS_100TI-8202D,2014-05-02,340.0,Thermocouple,4
1877,OBS_100TI-8202AN,2014-05-02,303.0,Thermocouple,40
1878,OBS_100TI-8202E,2014-05-02,339.0,Thermocouple,5
1879,OBS_100TI-8202F,2014-05-02,338.0,Thermocouple,6
1880,OBS_100TI-8202G,2014-05-02,337.0,Thermocouple,7
1881,OBS_100TI-8202H,2014-05-02,336.0,Thermocouple,8
1882,OBS_100TI-8202I,2014-05-02,335.0,Thermocouple,9
1883,OBS_100TI-8202AO,2014-05-02,340.0,Piezometer,PiezT1
1884,OBS_100TI-8202AP,2014-05-02,334.0,Piezometer,PiezT2
1885,OBS_100TI-8202AQ,2014-05-02,328.0,Piezometer,PiezT3
1886,OBS_100TI-8202AR,2014-05-02,320.0,Piezometer,PiezT4
1887,OBS_100PI-8203AO,2014-05-03,324.0,Piezometer,PiezP1
1888,OBS_100PI-8203AP,2014-05-03,314.0,Piezometer,PiezP2
1889,OBS_100PI-8203AQ,2014-05-03,305.0,Piezometer,PiezP3
1890,OBS_100PI-8203AR,2014-05-03,298.0,Piezometer,PiezP4
1891,OBS_100TI-8203A,2014-05-03,328.0,Thermocouple,1
1892,OBS_100TI-8203J,2014-05-03,319.0,Thermocouple,10
1893,OBS_100TI-8203K,2014-05-03,318.0,Thermocouple,11
1894,OBS_100TI-8203L,2014-05-03,317.0,Thermocouple,12
1895,OBS_100TI-8203M,2014-05-03,316.0,Thermocouple,13
1896,OBS_100TI-8203N,2014-05-03,315.0,Thermocouple,14
1897,OBS_100TI-8203O,2014-05-03,314.0,Thermocouple,15
1898,OBS_100TI-8203P,2014-05-03,313.0,Thermocouple,16
1899,OBS_100TI-8203Q,2014-05-03,312.0,Thermocouple,17
1900,OBS_100TI-8203R,2014-05-03,311.0,Thermocouple,18
1901,OBS_100TI-8203S,2014-05-03,310.0,Thermocouple,19
1902,OBS_100TI-8203B,2014-05-03,327.0,Thermocouple,2
1903,OBS_100TI-8203T,2014-05-03,309.0,Thermocouple,20
1904,OBS_100TI-8203U,2014-05-03,308.0,Thermocouple,21
1905,OBS_100TI-8203V,2014-05-03,307.0,Thermocouple,22
1906,OBS_100TI-8203W,2014-05-03,306.0,Thermocouple,23
1907,OBS_100TI-8203X,2014-05-03,305.0,Thermocouple,24
1908,OBS_100TI-8203Y,2014-05-03,304.0,Thermocouple,25
1909,OBS_100TI-8203Z,2014-05-03,303.0,Thermocouple,26
1910,OBS_100TI-8203AA,2014-05-03,302.0,Thermocouple,27
1911,OBS_100TI-8203AB,2014-05-03,301.0,Thermocouple,28
1912,OBS_100TI-8203AC,2014-05-03,300.0,Thermocouple,29
1913,OBS_100TI-8203C,2014-05-03,326.0,Thermocouple,3
1914,OBS_100TI-8203AD,2014-05-03,299.0,Thermocouple,30
1915,OBS_100TI-8203AE,2014-05-03,298.0,Thermocouple,31
1916,OBS_100TI-8203AF,2014-05-03,297.0,Thermocouple,32
1917,OBS_100TI-8203AG,2014-05-03,296.0,Thermocouple,33
1918,OBS_100TI-8203AH,2014-05-03,295.0,Thermocouple,34
1919,OBS_100TI-8203AI,2014-05-03,294.0,Thermocouple,35
1920,OBS_100TI-8203AJ,2014-05-03,293.0,Thermocouple,36
1921,OBS_100TI-8203AK,2014-05-03,292.0,Thermocouple,37
1922,OBS_100TI-8203AL,2014-05-03,291.0,Thermocouple,38
1923,OBS_100TI-8203AM,2014-05-03,290.0,Thermocouple,39
1924,OBS_100TI-8203D,2014-05-03,325.0,Thermocouple,4
1925,OBS_100TI-8203AN,2014-05-03,289.0,Thermocouple,40
1926,OBS_100TI-8203E,2014-05-03,324.0,Thermocouple,5
1927,OBS_100TI-8203F,2014-05-03,323.0,Thermocouple,6
1928,OBS_100TI-8203G,2014-05-03,322.0,Thermocouple,7
1929,OBS_100TI-8203H,2014-05-03,321.0,Thermocouple,8
1930,OBS_100TI-8203I,2014-05-03,320.0,Thermocouple,9
1931,OBS_100TI-8203AO,2014-05-03,324.0,Piezometer,PiezT1
1932,OBS_100TI-8203AP,2014-05-03,314.0,Piezometer,PiezT2
1933,OBS_100TI-8203AQ,2014-05-03,305.0,Piezometer,PiezT3
1934,OBS_100TI-8203AR,2014-05-03,298.0,Piezometer,PiezT4
1936,OBS_100PI-8205B,2014-05-01,225.5,Piezometer,PiezP2
1937,OBS_100TI-8205A,2001-01-01,0.0,Piezometer,PiezT1
1938,OBS_100TI-8205B,2014-05-01,225.5,Piezometer,PiezT2
1939,OBS_100PI-8210BC,2015-04-01,319.0,Piezometer,PiezP1
1940,OBS_100PI-8210BD,2015-04-01,283.0,Piezometer,PiezP2
1941,OBS_100PI-8210BE,2015-04-01,263.0,Piezometer,PiezP3
1942,OBS_100TI-8210A,2015-04-01,319.5,Thermocouple,1
1943,OBS_100TI-8210J,2015-04-01,288.0,Thermocouple,10
1944,OBS_100TI-8210K,2015-04-01,284.5,Thermocouple,11
1945,OBS_100TI-8210L,2015-04-01,281.0,Thermocouple,12
1946,OBS_100TI-8210M,2015-04-01,277.5,Thermocouple,13
1947,OBS_100TI-8210N,2015-04-01,274.0,Thermocouple,14
1948,OBS_100TI-8210O,2015-04-01,270.5,Thermocouple,15
1949,OBS_100TI-8210P,2015-04-01,267.0,Thermocouple,16
1950,OBS_100TI-8210Q,2015-04-01,263.5,Thermocouple,17
1951,OBS_100TI-8210R,2015-04-01,260.0,Thermocouple,18
1952,OBS_100TI-8210S,2015-04-01,256.5,Thermocouple,19
1953,OBS_100TI-8210B,2015-04-01,316.0,Thermocouple,2
1954,OBS_100TI-8210T,2015-04-01,253.0,Thermocouple,20
1955,OBS_100TI-8210U,2015-04-01,249.5,Thermocouple,21
1956,OBS_100TI-8210V,2015-04-01,246.0,Thermocouple,22
1957,OBS_100TI-8210W,2015-04-01,242.5,Thermocouple,23
1958,OBS_100TI-8210X,2015-04-01,239.0,Thermocouple,24
1959,OBS_100TI-8210Y,2015-04-01,236.5,Thermocouple,25
1960,OBS_100TI-8210Z,2015-04-01,234.5,Thermocouple,26
1961,OBS_100TI-8210AA,2015-04-01,232.5,Thermocouple,27
1962,OBS_100TI-8210AB,2015-04-01,230.5,Thermocouple,28
1963,OBS_100TI-8210AC,2015-04-01,228.5,Thermocouple,29
1964,OBS_100TI-8210C,2015-04-01,312.5,Thermocouple,3
1965,OBS_100TI-8210AD,2015-04-01,226.5,Thermocouple,30
1966,OBS_100TI-8210AE,2015-04-01,224.5,Thermocouple,31
1967,OBS_100TI-8210AF,2015-04-01,222.5,Thermocouple,32
1968,OBS_100TI-8210AG,2015-04-01,220.5,Thermocouple,33
1969,OBS_100TI-8210AH,2015-04-01,218.5,Thermocouple,34
1970,OBS_100TI-8210AI,2015-04-01,216.5,Thermocouple,35
1971,OBS_100TI-8210AJ,2015-04-01,214.5,Thermocouple,36
1972,OBS_100TI-8210AK,2015-04-01,212.5,Thermocouple,37
1973,OBS_100TI-8210AL,2015-04-01,210.5,Thermocouple,38
1974,OBS_100TI-8210AM,2015-04-01,208.5,Thermocouple,39
1975,OBS_100TI-8210D,2015-04-01,309.0,Thermocouple,4
