,Tag Name,Depth (mKB),Instrumentation Type,Well Name,Point #,TAG_NAME,TAG_EFFECTIVE_DATE
5958,0,94.29,Temperature,OB5,94.2,,
5959,0,94.78,Temperature,OB5,94.69,,
5960,0,95.27,Temperature,OB5,95.19,,
5961,0,95.76,Temperature,OB5,95.68,,
5962,0,96.26,Temperature,OB5,96.17,,
5963,0,96.75,Temperature,OB5,96.66,,
5964,0,97.24,Temperature,OB5,97.16,,
5965,0,97.74,Temperature,OB5,97.65,,
5966,0,98.23,Temperature,OB5,98.14,,
5967,0,98.72,Temperature,OB5,98.63,,
5968,0,99.22,Temperature,OB5,99.12,,
5969,0,99.71,Temperature,OB5,99.62,,
8287,manual DL,379.9,Pressure,PP7/DW22,PiezP1,,
8288,manual DL,338.2,Pressure,PP7/DW22,PiezP2,,
8289,manual DL,338.2,Temperature,PP7/DW22,PiezT1,,
8290,manual DL,379.9,Temperature,PP7/DW22,PiezT1,,
8317,QW18_RFT1_PRESS,144.1,Pressure,QW18,PRFT1,,
8318,QW18_RFT2_PRESS,143.6,Pressure,QW18,PRFT2,,
8319,QW18_RFT3_PRESS,129.0,Pressure,QW18,PRFT3,,
8320,QW18_RFT4_PRESS,128.5,Pressure,QW18,PRFT4,,
8321,QW18_RFT1_TEMP,144.1,Temperature,QW18,RFT1,,
8322,QW18_RFT2_TEMP,143.6,Temperature,QW18,RFT2,,
8323,QW18_RFT3_TEMP,129.0,Temperature,QW18,RFT3,,
8324,QW18_RFT4_TEMP,128.5,Temperature,QW18,RFT4,,
8325,QW19_RFT1_PRESS,142.1,Pressure,QW19,PRFT1,,
8326,QW19_RFT2_PRESS,141.6,Pressure,QW19,PRFT2,,
8327,QW19_RFT3_PRESS,132.1,Pressure,QW19,PRFT3,,
8328,QW19_RFT4_PRESS,131.6,Pressure,QW19,PRFT4,,
8329,QW19_RFT1_TEMP,142.1,Temperature,QW19,RFT1,,
8330,QW19_RFT2_TEMP,141.6,Temperature,QW19,RFT2,,
8331,QW19_RFT3_TEMP,132.1,Temperature,QW19,RFT3,,
8332,QW19_RFT4_TEMP,131.6,Temperature,QW19,RFT4,,
8335,QW20_PRESS1,157.0,Pressure,QW20,PRESS1,,
8336,QW20_PRESS2,149.0,Pressure,QW20,PRESS2,,
8337,QW20_TEMP1,157.0,Temperature,QW20,TEMP1,,
8338,QW20_TEMP2,149.0,Temperature,QW20,TEMP2,,
8339,QW21_RFT1_PRESS,201.0,Pressure,QW21,PRFT1,,
8340,QW21_RFT2_PRESS,199.0,Pressure,QW21,PRFT2,,
8341,QW21_RFT1_TEMP,201.0,Temperature,QW21,RFT1,,
8342,QW21_RFT2_TEMP,199.0,Temperature,QW21,RFT2,,
8343,QW22_RFT1_PRESS,163.5,Pressure,QW22,PRFT1,,
8344,QW22_RFT2_PRESS,158.5,Pressure,QW22,PRFT2,,
8345,QW22_RFT1_TEMP,163.5,Temperature,QW22,RFT1,,
8346,QW22_RFT2_TEMP,158.5,Temperature,QW22,RFT2,,
8347,QW24_RFT1_PRESS,164.0,Pressure,QW24,PRFT1,,
8348,QW24_RFT2_PRESS,163.0,Pressure,QW24,PRFT2,,
8349,QW24_RFT1_TEMP,164.0,Temperature,QW24,RFT1,,
8350,QW24_RFT2_TEMP,163.0,Temperature,QW24,RFT2,,
