,Tag Name,Depth (mKB),Instrumentation Type,Well Name,Point #,TAG_NAME,TAG_EFFECTIVE_DATE
5327,0,127.8,Temperature,OB5,127.69,,
5328,0,128.3,Temperature,OB5,128.18,,
5329,0,128.79,Temperature,OB5,128.67,,
5330,0,129.28,Temperature,OB5,129.16,,
5331,0,129.78,Temperature,OB5,129.66,,
5333,0,13.45,Temperature,OB5,13.44,,
5334,0,13.94,Temperature,OB5,13.93,,
5335,0,130.27,Temperature,OB5,130.15,,
5336,0,130.76,Temperature,OB5,130.64,,
5337,0,131.25,Temperature,OB5,131.13,,
5338,0,131.75,Temperature,OB5,131.63,,
5339,0,132.24,Temperature,OB5,132.12,,
5340,0,132.73,Temperature,OB5,132.61,,
5341,0,133.23,Temperature,OB5,133.1,,
5342,0,133.72,Temperature,OB5,133.6,,
5343,0,134.21,Temperature,OB5,134.09,,
5344,0,134.71,Temperature,OB5,134.58,,
5345,0,135.2,Temperature,OB5,135.07,,
5346,0,135.69,Temperature,OB5,135.56,,
5347,0,136.18,Temperature,OB5,136.06,,
5348,0,136.68,Temperature,OB5,136.55,,
5349,0,137.17,Temperature,OB5,137.04,,
5350,0,137.66,Temperature,OB5,137.53,,
5351,0,138.16,Temperature,OB5,138.03,,
5352,0,138.65,Temperature,OB5,138.52,,
5353,0,139.14,Temperature,OB5,139.01,,
5354,0,139.63,Temperature,OB5,139.5,,
5356,0,14.43,Temperature,OB5,14.43,,
5357,0,14.93,Temperature,OB5,14.92,,
5358,0,140.13,Temperature,OB5,140,,
5359,0,140.62,Temperature,OB5,140.49,,
5360,0,141.11,Temperature,OB5,140.98,,
5361,0,141.61,Temperature,OB5,141.47,,
5362,0,142.1,Temperature,OB5,141.97,,
5363,0,142.59,Temperature,OB5,142.46,,
5364,0,143.08,Temperature,OB5,142.95,,
5365,0,143.58,Temperature,OB5,143.44,,
5366,0,144.07,Temperature,OB5,143.94,,
5367,0,144.56,Temperature,OB5,144.43,,
5368,0,145.06,Temperature,OB5,144.92,,
5369,0,145.55,Temperature,OB5,145.41,,
5370,0,146.04,Temperature,OB5,145.91,,
5371,0,146.54,Temperature,OB5,146.4,,
5372,0,147.03,Temperature,OB5,146.89,,
5373,0,147.52,Temperature,OB5,147.38,,
5374,0,148.01,Temperature,OB5,147.88,,
5375,0,148.51,Temperature,OB5,148.37,,
5376,0,149.0,Temperature,OB5,148.86,,
5377,0,149.49,Temperature,OB5,149.35,,
5378,0,149.99,Temperature,OB5,149.85,,
5380,0,15.42,Temperature,OB5,15.41,,
5381,0,15.91,Temperature,OB5,15.9,,
5382,0,150.48,Temperature,OB5,150.34,,
5383,0,150.97,Temperature,OB5,150.83,,
5384,0,151.46,Temperature,OB5,151.32,,
5385,0,151.96,Temperature,OB5,151.82,,
5386,0,152.45,Temperature,OB5,152.31,,
5387,0,152.94,Temperature,OB5,152.8,,
5388,0,153.44,Temperature,OB5,153.29,,
5389,0,153.93,Temperature,OB5,153.78,,
5390,0,154.42,Temperature,OB5,154.28,,
5391,0,154.92,Temperature,OB5,154.77,,
5392,0,155.41,Temperature,OB5,155.26,,
5393,0,155.9,Temperature,OB5,155.75,,
5394,0,156.39,Temperature,OB5,156.25,,
5395,0,156.89,Temperature,OB5,156.74,,
5396,0,157.38,Temperature,OB5,157.23,,
5397,0,157.87,Temperature,OB5,157.72,,
5398,0,158.37,Temperature,OB5,158.22,,
5399,0,158.86,Temperature,OB5,158.71,,
5400,0,159.35,Temperature,OB5,159.2,,
5401,0,159.84,Temperature,OB5,159.69,,
5403,0,16.4,Temperature,OB5,16.4,,
5404,0,16.9,Temperature,OB5,16.89,,
5405,0,160.34,Temperature,OB5,160.19,,
5406,0,160.83,Temperature,OB5,160.68,,
5407,0,161.32,Temperature,OB5,161.17,,
5408,0,161.82,Temperature,OB5,161.66,,
5409,0,162.31,Temperature,OB5,162.16,,
5410,0,162.8,Temperature,OB5,162.65,,
5411,0,163.29,Temperature,OB5,163.14,,
5412,0,163.79,Temperature,OB5,163.63,,
5413,0,164.28,Temperature,OB5,164.13,,
5414,0,164.77,Temperature,OB5,164.62,,
5415,0,165.27,Temperature,OB5,165.11,,
5416,0,165.76,Temperature,OB5,165.6,,
5417,0,166.25,Temperature,OB5,166.1,,
5418,0,166.75,Temperature,OB5,166.59,,
5419,0,167.24,Temperature,OB5,167.08,,
5420,0,167.73,Temperature,OB5,167.57,,
5421,0,168.22,Temperature,OB5,168.07,,
5422,0,168.72,Temperature,OB5,168.56,,
5423,0,169.21,Temperature,OB5,169.05,,
5424,0,169.7,Temperature,OB5,169.54,,
5426,0,17.39,Temperature,OB5,17.38,,
5427,0,17.88,Temperature,OB5,17.87,,
5428,0,170.2,Temperature,OB5,170.04,,
5429,0,170.69,Temperature,OB5,170.53,,
5430,0,171.18,Temperature,OB5,171.02,,
5431,0,171.67,Temperature,OB5,171.51,,
5432,0,172.17,Temperature,OB5,172,,
5433,0,172.66,Temperature,OB5,172.5,,
5434,0,173.15,Temperature,OB5,172.99,,
5435,0,173.65,Temperature,OB5,173.48,,
5436,0,174.14,Temperature,OB5,173.97,,
5437,0,174.63,Temperature,OB5,174.47,,
5438,0,175.12,Temperature,OB5,174.96,,
5439,0,175.62,Temperature,OB5,175.45,,
5440,0,176.11,Temperature,OB5,175.94,,
5441,0,176.6,Temperature,OB5,176.44,,
5442,0,177.1,Temperature,OB5,176.93,,
5443,0,177.59,Temperature,OB5,177.42,,
5444,0,178.08,Temperature,OB5,177.91,,
5445,0,178.58,Temperature,OB5,178.41,,
5446,0,179.07,Temperature,OB5,178.9,,
5447,0,179.56,Temperature,OB5,179.39,,
5448,0,180.05,Temperature,OB5,179.88,,
5450,0,18.38,Temperature,OB5,18.37,,
5451,0,18.87,Temperature,OB5,18.86,,
5452,0,180.55,Temperature,OB5,180.38,,
5453,0,181.04,Temperature,OB5,180.87,,
5454,0,181.53,Temperature,OB5,181.36,,
5455,0,182.03,Temperature,OB5,181.85,,
5456,0,182.52,Temperature,OB5,182.35,,
5457,0,183.01,Temperature,OB5,182.84,,
5458,0,183.5,Temperature,OB5,183.33,,
5459,0,184.0,Temperature,OB5,183.82,,
5460,0,184.49,Temperature,OB5,184.32,,
5461,0,184.98,Temperature,OB5,184.81,,
5462,0,185.48,Temperature,OB5,185.3,,
5463,0,185.97,Temperature,OB5,185.79,,
5464,0,186.46,Temperature,OB5,186.29,,
5465,0,186.95,Temperature,OB5,186.78,,
5466,0,187.45,Temperature,OB5,187.27,,
5467,0,187.94,Temperature,OB5,187.76,,
5468,0,188.43,Temperature,OB5,188.26,,
5469,0,188.93,Temperature,OB5,188.75,,
5470,0,189.42,Temperature,OB5,189.24,,
5471,0,189.91,Temperature,OB5,189.73,,
5473,0,19.36,Temperature,OB5,19.35,,
5474,0,19.85,Temperature,OB5,19.84,,
5475,0,190.41,Temperature,OB5,190.22,,
5476,0,190.9,Temperature,OB5,190.72,,
5477,0,191.39,Temperature,OB5,191.21,,
5478,0,191.88,Temperature,OB5,191.7,,
5479,0,192.38,Temperature,OB5,192.19,,
5480,0,192.87,Temperature,OB5,192.69,,
5481,0,193.36,Temperature,OB5,193.18,,
5482,0,193.86,Temperature,OB5,193.67,,
5483,0,194.35,Temperature,OB5,194.16,,
5484,0,194.84,Temperature,OB5,194.66,,
5485,0,195.33,Temperature,OB5,195.15,,
5486,0,195.83,Temperature,OB5,195.64,,
5487,0,196.32,Temperature,OB5,196.13,,
5488,0,196.81,Temperature,OB5,196.63,,
5489,0,197.31,Temperature,OB5,197.12,,
5490,0,197.8,Temperature,OB5,197.61,,
5491,0,198.29,Temperature,OB5,198.1,,
5492,0,198.78,Temperature,OB5,198.6,,
5493,0,199.28,Temperature,OB5,199.09,,
5494,0,199.77,Temperature,OB5,199.58,,
5497,0,20.35,Temperature,OB5,20.34,,
5498,0,20.84,Temperature,OB5,20.83,,
5499,0,200.26,Temperature,OB5,200.07,,
5500,0,200.76,Temperature,OB5,200.57,,
5501,0,201.25,Temperature,OB5,201.06,,
5502,0,201.74,Temperature,OB5,201.55,,
5503,0,202.24,Temperature,OB5,202.04,,
5504,0,202.73,Temperature,OB5,202.54,,
5505,0,203.22,Temperature,OB5,203.03,,
5506,0,203.71,Temperature,OB5,203.52,,
5507,0,204.21,Temperature,OB5,204.01,,
5508,0,204.7,Temperature,OB5,204.51,,
5509,0,205.19,Temperature,OB5,205,,
5510,0,205.69,Temperature,OB5,205.49,,
5511,0,206.18,Temperature,OB5,205.98,,
5512,0,206.67,Temperature,OB5,206.48,,
5513,0,207.16,Temperature,OB5,206.97,,
5514,0,207.66,Temperature,OB5,207.46,,
5515,0,208.15,Temperature,OB5,207.95,,
5516,0,208.64,Temperature,OB5,208.44,,
5517,0,209.14,Temperature,OB5,208.94,,
5518,0,209.63,Temperature,OB5,209.43,,
5519,0,210.12,Temperature,OB5,209.92,,
5521,0,21.33,Temperature,OB5,21.32,,
5522,0,21.83,Temperature,OB5,21.81,,
5523,0,210.61,Temperature,OB5,210.41,,
5524,0,211.11,Temperature,OB5,210.91,,
5525,0,211.6,Temperature,OB5,211.4,,
5526,0,212.09,Temperature,OB5,211.89,,
5527,0,212.59,Temperature,OB5,212.38,,
5528,0,213.08,Temperature,OB5,212.88,,
5529,0,213.57,Temperature,OB5,213.37,,
5530,0,214.07,Temperature,OB5,213.86,,
5531,0,214.56,Temperature,OB5,214.35,,
5532,0,215.05,Temperature,OB5,214.85,,
5533,0,215.54,Temperature,OB5,215.34,,
5534,0,216.04,Temperature,OB5,215.83,,
5535,0,216.53,Temperature,OB5,216.32,,
5536,0,217.02,Temperature,OB5,216.82,,
5537,0,217.52,Temperature,OB5,217.31,,
5538,0,218.01,Temperature,OB5,217.8,,
5539,0,218.5,Temperature,OB5,218.29,,
5540,0,218.99,Temperature,OB5,218.79,,
5541,0,219.49,Temperature,OB5,219.28,,
5542,0,219.98,Temperature,OB5,219.77,,
5544,0,22.32,Temperature,OB5,22.31,,
5545,0,22.81,Temperature,OB5,22.8,,
5546,0,220.47,Temperature,OB5,220.26,,
5547,0,220.97,Temperature,OB5,220.76,,
5548,0,221.46,Temperature,OB5,221.25,,
5549,0,221.95,Temperature,OB5,221.74,,
5550,0,222.45,Temperature,OB5,222.23,,
5551,0,222.94,Temperature,OB5,222.73,,
5552,0,223.43,Temperature,OB5,223.22,,
5553,0,223.92,Temperature,OB5,223.71,,
5554,0,224.42,Temperature,OB5,224.2,,
5555,0,224.91,Temperature,OB5,224.7,,
5556,0,225.4,Temperature,OB5,225.19,,
5557,0,225.9,Temperature,OB5,225.68,,
5558,0,226.39,Temperature,OB5,226.17,,
5559,0,226.88,Temperature,OB5,226.66,,
5560,0,227.37,Temperature,OB5,227.16,,
5561,0,227.87,Temperature,OB5,227.65,,
5562,0,228.36,Temperature,OB5,228.14,,
5563,0,228.85,Temperature,OB5,228.63,,
5564,0,229.35,Temperature,OB5,229.13,,
5565,0,229.84,Temperature,OB5,229.62,,
5567,0,23.31,Temperature,OB5,23.29,,
5568,0,23.8,Temperature,OB5,23.78,,
5569,0,230.33,Temperature,OB5,230.11,,
5570,0,230.82,Temperature,OB5,230.6,,
5571,0,231.32,Temperature,OB5,231.1,,
5572,0,231.81,Temperature,OB5,231.59,,
5573,0,232.3,Temperature,OB5,232.08,,
5574,0,232.8,Temperature,OB5,232.57,,
5575,0,233.29,Temperature,OB5,233.07,,
5576,0,233.78,Temperature,OB5,233.56,,
5577,0,234.28,Temperature,OB5,234.05,,
5578,0,234.77,Temperature,OB5,234.54,,
5579,0,235.26,Temperature,OB5,235.04,,
5580,0,235.75,Temperature,OB5,235.53,,
5581,0,236.25,Temperature,OB5,236.02,,
5582,0,236.74,Temperature,OB5,236.51,,
5583,0,237.23,Temperature,OB5,237.01,,
5584,0,237.73,Temperature,OB5,237.5,,
5585,0,238.22,Temperature,OB5,237.99,,
5586,0,238.71,Temperature,OB5,238.48,,
5587,0,239.2,Temperature,OB5,238.98,,
5588,0,239.7,Temperature,OB5,239.47,,
5589,0,240.19,Temperature,OB5,239.96,,
5591,0,24.29,Temperature,OB5,24.28,,
5592,0,24.78,Temperature,OB5,24.77,,
5593,0,240.68,Temperature,OB5,240.45,,
5594,0,241.18,Temperature,OB5,240.95,,
5595,0,241.67,Temperature,OB5,241.44,,
5596,0,242.16,Temperature,OB5,241.93,,
5597,0,242.65,Temperature,OB5,242.42,,
5598,0,243.15,Temperature,OB5,242.91,,
5599,0,243.64,Temperature,OB5,243.41,,
5600,0,244.13,Temperature,OB5,243.9,,
5601,0,244.63,Temperature,OB5,244.39,,
5602,0,245.12,Temperature,OB5,244.88,,
5603,0,245.61,Temperature,OB5,245.38,,
5604,0,246.11,Temperature,OB5,245.87,,
5605,0,246.6,Temperature,OB5,246.36,,
5606,0,247.09,Temperature,OB5,246.85,,
5607,0,247.58,Temperature,OB5,247.35,,
5608,0,248.08,Temperature,OB5,247.84,,
5609,0,248.57,Temperature,OB5,248.33,,
5610,0,249.06,Temperature,OB5,248.82,,
5611,0,249.56,Temperature,OB5,249.32,,
5612,0,250.05,Temperature,OB5,249.81,,
5614,0,25.28,Temperature,OB5,25.26,,
5615,0,25.77,Temperature,OB5,25.75,,
5616,0,250.54,Temperature,OB5,250.3,,
5617,0,251.03,Temperature,OB5,250.79,,
5618,0,251.53,Temperature,OB5,251.29,,
5619,0,252.02,Temperature,OB5,251.78,,
5620,0,252.51,Temperature,OB5,252.27,,
5621,0,253.01,Temperature,OB5,252.76,,
5622,0,253.5,Temperature,OB5,253.26,,
5623,0,253.99,Temperature,OB5,253.75,,
5624,0,254.48,Temperature,OB5,254.24,,
5625,0,254.98,Temperature,OB5,254.73,,
5626,0,255.47,Temperature,OB5,255.23,,
5627,0,255.96,Temperature,OB5,255.72,,
5628,0,256.46,Temperature,OB5,256.21,,
5629,0,256.95,Temperature,OB5,256.7,,
5630,0,257.44,Temperature,OB5,257.2,,
5631,0,257.94,Temperature,OB5,257.69,,
5632,0,258.43,Temperature,OB5,258.18,,
5633,0,258.92,Temperature,OB5,258.67,,
5634,0,259.41,Temperature,OB5,259.17,,
5635,0,259.91,Temperature,OB5,259.66,,
5637,0,26.26,Temperature,OB5,26.25,,
5638,0,26.76,Temperature,OB5,26.74,,
5639,0,260.4,Temperature,OB5,260.15,,
5640,0,260.89,Temperature,OB5,260.64,,
5641,0,261.39,Temperature,OB5,261.13,,
5642,0,261.88,Temperature,OB5,261.63,,
5643,0,262.37,Temperature,OB5,262.12,,
5644,0,262.86,Temperature,OB5,262.61,,
5645,0,263.36,Temperature,OB5,263.1,,
5646,0,263.85,Temperature,OB5,263.6,,
5647,0,264.34,Temperature,OB5,264.09,,
5648,0,264.84,Temperature,OB5,264.58,,
5649,0,265.33,Temperature,OB5,265.07,,
5650,0,265.82,Temperature,OB5,265.57,,
5651,0,266.31,Temperature,OB5,266.06,,
5652,0,266.81,Temperature,OB5,266.55,,
5653,0,267.3,Temperature,OB5,267.04,,
5654,0,267.79,Temperature,OB5,267.54,,
5655,0,268.29,Temperature,OB5,268.03,,
5656,0,268.78,Temperature,OB5,268.52,,
5657,0,269.27,Temperature,OB5,269.01,,
5658,0,269.77,Temperature,OB5,269.51,,
5660,0,27.25,Temperature,OB5,27.23,,
5661,0,27.74,Temperature,OB5,27.72,,
5662,0,270.26,Temperature,OB5,270,,
5663,0,270.75,Temperature,OB5,270.49,,
5664,0,271.24,Temperature,OB5,270.98,,
5665,0,271.74,Temperature,OB5,271.48,,
5666,0,272.23,Temperature,OB5,271.97,,
5667,0,272.72,Temperature,OB5,272.46,,
5668,0,273.22,Temperature,OB5,272.95,,
5669,0,273.71,Temperature,OB5,273.45,,
5670,0,274.2,Temperature,OB5,273.94,,
5671,0,274.69,Temperature,OB5,274.43,,
5672,0,275.19,Temperature,OB5,274.92,,
5673,0,275.68,Temperature,OB5,275.42,,
5674,0,276.17,Temperature,OB5,275.91,,
5675,0,276.67,Temperature,OB5,276.4,,
5676,0,277.16,Temperature,OB5,276.89,,
5677,0,277.65,Temperature,OB5,277.39,,
5678,0,278.15,Temperature,OB5,277.88,,
5679,0,278.64,Temperature,OB5,278.37,,
5680,0,279.13,Temperature,OB5,278.86,,
5681,0,279.62,Temperature,OB5,279.35,,
5682,0,280.12,Temperature,OB5,279.85,,
5684,0,28.23,Temperature,OB5,28.21,,
5685,0,28.73,Temperature,OB5,28.71,,
5686,0,280.61,Temperature,OB5,280.34,,
5687,0,281.1,Temperature,OB5,280.83,,
5688,0,281.6,Temperature,OB5,281.32,,
5689,0,282.09,Temperature,OB5,281.82,,
5690,0,282.58,Temperature,OB5,282.31,,
5691,0,283.07,Temperature,OB5,282.8,,
5692,0,283.57,Temperature,OB5,283.29,,
5693,0,284.06,Temperature,OB5,283.79,,
5694,0,284.55,Temperature,OB5,284.28,,
5695,0,285.05,Temperature,OB5,284.77,,
5696,0,285.54,Temperature,OB5,285.26,,
5697,0,286.03,Temperature,OB5,285.76,,
5698,0,286.52,Temperature,OB5,286.25,,
5699,0,287.02,Temperature,OB5,286.74,,
5700,0,287.51,Temperature,OB5,287.23,,
5701,0,288.0,Temperature,OB5,287.73,,
5702,0,288.5,Temperature,OB5,288.22,,
5703,0,288.99,Temperature,OB5,288.71,,
5704,0,289.48,Temperature,OB5,289.2,,
5705,0,289.98,Temperature,OB5,289.7,,
5707,0,29.22,Temperature,OB5,29.2,,
5708,0,29.71,Temperature,OB5,29.69,,
5709,0,290.47,Temperature,OB5,290.19,,
5710,0,290.96,Temperature,OB5,290.68,,
5711,0,291.45,Temperature,OB5,291.17,,
5712,0,291.95,Temperature,OB5,291.67,,
5713,0,292.44,Temperature,OB5,292.16,,
5714,0,292.93,Temperature,OB5,292.65,,
5715,0,293.43,Temperature,OB5,293.14,,
5716,0,293.92,Temperature,OB5,293.64,,
5717,0,294.41,Temperature,OB5,294.13,,
5718,0,294.9,Temperature,OB5,294.62,,
5719,0,295.4,Temperature,OB5,295.11,,
5720,0,295.89,Temperature,OB5,295.61,,
5721,0,296.38,Temperature,OB5,296.1,,
5722,0,296.88,Temperature,OB5,296.59,,
5723,0,297.37,Temperature,OB5,297.08,,
5724,0,297.86,Temperature,OB5,297.57,,
5725,0,298.35,Temperature,OB5,298.07,,
5726,0,298.85,Temperature,OB5,298.56,,
5727,0,299.34,Temperature,OB5,299.05,,
5728,0,299.83,Temperature,OB5,299.54,,
5731,0,30.21,Temperature,OB5,30.18,,
5732,0,30.7,Temperature,OB5,30.68,,
5733,0,300.33,Temperature,OB5,300.04,,
5734,0,300.82,Temperature,OB5,300.53,,
5735,0,301.31,Temperature,OB5,301.02,,
5736,0,301.81,Temperature,OB5,301.51,,
5737,0,302.3,Temperature,OB5,302.01,,
5738,0,302.79,Temperature,OB5,302.5,,
5739,0,303.28,Temperature,OB5,302.99,,
5740,0,303.78,Temperature,OB5,303.48,,
5741,0,304.27,Temperature,OB5,303.98,,
5742,0,304.76,Temperature,OB5,304.47,,
5743,0,305.26,Temperature,OB5,304.96,,
5744,0,305.75,Temperature,OB5,305.45,,
5745,0,306.24,Temperature,OB5,305.95,,
5746,0,306.73,Temperature,OB5,306.44,,
5747,0,307.23,Temperature,OB5,306.93,,
5748,0,307.72,Temperature,OB5,307.42,,
5749,0,308.21,Temperature,OB5,307.92,,
5750,0,308.71,Temperature,OB5,308.41,,
5751,0,309.2,Temperature,OB5,308.9,,
5752,0,309.69,Temperature,OB5,309.39,,
5753,0,310.18,Temperature,OB5,309.89,,
5755,0,31.19,Temperature,OB5,31.17,,
5756,0,31.69,Temperature,OB5,31.66,,
5757,0,310.68,Temperature,OB5,310.38,,
5758,0,311.17,Temperature,OB5,310.87,,
5759,0,311.66,Temperature,OB5,311.36,,
5760,0,312.16,Temperature,OB5,311.86,,
5761,0,312.65,Temperature,OB5,312.35,,
5762,0,313.14,Temperature,OB5,312.84,,
5763,0,313.64,Temperature,OB5,313.33,,
5764,0,314.13,Temperature,OB5,313.83,,
5765,0,314.62,Temperature,OB5,314.32,,
5766,0,315.11,Temperature,OB5,314.81,,
5767,0,315.61,Temperature,OB5,315.3,,
5768,0,316.1,Temperature,OB5,315.79,,
5769,0,316.59,Temperature,OB5,316.29,,
5770,0,317.09,Temperature,OB5,316.78,,
5771,0,317.58,Temperature,OB5,317.27,,
5772,0,318.07,Temperature,OB5,317.76,,
5773,0,318.56,Temperature,OB5,318.26,,
5774,0,319.06,Temperature,OB5,318.75,,
5775,0,319.55,Temperature,OB5,319.24,,
5776,0,320.04,Temperature,OB5,319.73,,
5778,0,32.18,Temperature,OB5,32.15,,
5779,0,32.67,Temperature,OB5,32.65,,
5780,0,320.54,Temperature,OB5,320.23,,
5781,0,321.03,Temperature,OB5,320.72,,
5782,0,321.52,Temperature,OB5,321.21,,
5783,0,322.01,Temperature,OB5,321.7,,
5784,0,322.51,Temperature,OB5,322.2,,
5785,0,323.0,Temperature,OB5,322.69,,
5786,0,323.49,Temperature,OB5,323.18,,
5787,0,323.99,Temperature,OB5,323.67,,
5788,0,324.48,Temperature,OB5,324.17,,
5789,0,324.97,Temperature,OB5,324.66,,
5790,0,325.47,Temperature,OB5,325.15,,
5791,0,325.96,Temperature,OB5,325.64,,
5792,0,326.45,Temperature,OB5,326.14,,
5793,0,326.94,Temperature,OB5,326.63,,
5794,0,327.44,Temperature,OB5,327.12,,
5795,0,327.93,Temperature,OB5,327.61,,
5796,0,328.42,Temperature,OB5,328.11,,
5797,0,328.92,Temperature,OB5,328.6,,
5798,0,329.41,Temperature,OB5,329.09,,
5799,0,329.9,Temperature,OB5,329.58,,
5801,0,33.16,Temperature,OB5,33.14,,
5802,0,33.66,Temperature,OB5,33.63,,
5803,0,330.39,Temperature,OB5,330.08,,
5804,0,330.89,Temperature,OB5,330.57,,
5805,0,331.38,Temperature,OB5,331.06,,
5806,0,331.87,Temperature,OB5,331.55,,
5808,0,34.15,Temperature,OB5,34.12,,
5809,0,34.64,Temperature,OB5,34.62,,
5811,0,35.14,Temperature,OB5,35.11,,
5812,0,35.63,Temperature,OB5,35.6,,
5814,0,36.12,Temperature,OB5,36.09,,
5815,0,36.61,Temperature,OB5,36.59,,
5817,0,37.11,Temperature,OB5,37.08,,
5818,0,37.6,Temperature,OB5,37.57,,
5820,0,38.09,Temperature,OB5,38.06,,
5821,0,38.59,Temperature,OB5,38.56,,
5823,0,39.08,Temperature,OB5,39.05,,
5824,0,39.57,Temperature,OB5,39.54,,
5827,0,40.06,Temperature,OB5,40.03,,
5828,0,40.56,Temperature,OB5,40.53,,
5830,0,41.05,Temperature,OB5,41.02,,
5831,0,41.54,Temperature,OB5,41.51,,
5832,0,42.04,Temperature,OB5,42,,
5834,0,42.53,Temperature,OB5,42.5,,
5835,0,43.02,Temperature,OB5,42.99,,
5837,0,43.52,Temperature,OB5,43.48,,
5838,0,44.01,Temperature,OB5,43.97,,
5840,0,44.5,Temperature,OB5,44.47,,
5841,0,44.99,Temperature,OB5,44.96,,
5843,0,45.49,Temperature,OB5,45.45,,
5844,0,45.98,Temperature,OB5,45.94,,
5846,0,46.47,Temperature,OB5,46.43,,
5847,0,46.97,Temperature,OB5,46.93,,
5849,0,47.46,Temperature,OB5,47.42,,
5850,0,47.95,Temperature,OB5,47.91,,
5852,0,48.44,Temperature,OB5,48.4,,
5853,0,48.94,Temperature,OB5,48.9,,
5855,0,49.43,Temperature,OB5,49.39,,
5856,0,49.92,Temperature,OB5,49.88,,
5859,0,50.42,Temperature,OB5,50.37,,
5860,0,50.91,Temperature,OB5,50.87,,
5862,0,51.4,Temperature,OB5,51.36,,
5863,0,51.89,Temperature,OB5,51.85,,
5865,0,52.39,Temperature,OB5,52.34,,
5866,0,52.88,Temperature,OB5,52.84,,
5868,0,53.37,Temperature,OB5,53.33,,
5869,0,53.87,Temperature,OB5,53.82,,
5871,0,54.36,Temperature,OB5,54.31,,
5872,0,54.85,Temperature,OB5,54.81,,
5873,0,55.35,Temperature,OB5,55.3,,
5874,0,55.84,Temperature,OB5,55.79,,
5875,0,56.33,Temperature,OB5,56.28,,
5876,0,56.82,Temperature,OB5,56.78,,
5877,0,57.32,Temperature,OB5,57.27,,
5878,0,57.81,Temperature,OB5,57.76,,
5879,0,58.3,Temperature,OB5,58.25,,
5880,0,58.8,Temperature,OB5,58.75,,
5881,0,59.29,Temperature,OB5,59.24,,
5882,0,59.78,Temperature,OB5,59.73,,
5884,0,60.27,Temperature,OB5,60.22,,
5885,0,60.77,Temperature,OB5,60.72,,
5886,0,61.26,Temperature,OB5,61.21,,
5887,0,61.75,Temperature,OB5,61.7,,
5888,0,62.25,Temperature,OB5,62.19,,
5889,0,62.74,Temperature,OB5,62.69,,
5890,0,63.23,Temperature,OB5,63.18,,
5891,0,63.72,Temperature,OB5,63.67,,
5892,0,64.22,Temperature,OB5,64.16,,
5893,0,64.71,Temperature,OB5,64.65,,
5894,0,65.2,Temperature,OB5,65.15,,
5895,0,65.7,Temperature,OB5,65.64,,
5896,0,66.19,Temperature,OB5,66.13,,
5897,0,66.68,Temperature,OB5,66.62,,
5898,0,67.18,Temperature,OB5,67.12,,
5899,0,67.67,Temperature,OB5,67.61,,
5900,0,68.16,Temperature,OB5,68.1,,
5901,0,68.65,Temperature,OB5,68.59,,
5902,0,69.15,Temperature,OB5,69.09,,
5903,0,69.64,Temperature,OB5,69.58,,
5905,0,70.13,Temperature,OB5,70.07,,
5906,0,70.63,Temperature,OB5,70.56,,
5907,0,71.12,Temperature,OB5,71.06,,
5908,0,71.61,Temperature,OB5,71.55,,
5909,0,72.1,Temperature,OB5,72.04,,
5910,0,72.6,Temperature,OB5,72.53,,
5911,0,73.09,Temperature,OB5,73.03,,
5912,0,73.58,Temperature,OB5,73.52,,
5913,0,74.08,Temperature,OB5,74.01,,
5914,0,74.57,Temperature,OB5,74.5,,
5915,0,75.06,Temperature,OB5,75,,
5916,0,75.55,Temperature,OB5,75.49,,
5917,0,76.05,Temperature,OB5,75.98,,
5918,0,76.54,Temperature,OB5,76.47,,
5919,0,77.03,Temperature,OB5,76.97,,
5920,0,77.53,Temperature,OB5,77.46,,
5921,0,78.02,Temperature,OB5,77.95,,
5922,0,78.51,Temperature,OB5,78.44,,
5923,0,79.01,Temperature,OB5,78.94,,
5924,0,79.5,Temperature,OB5,79.43,,
5925,0,79.99,Temperature,OB5,79.92,,
5927,0,80.48,Temperature,OB5,80.41,,
5928,0,80.98,Temperature,OB5,80.9,,
5929,0,81.47,Temperature,OB5,81.4,,
5930,0,81.96,Temperature,OB5,81.89,,
5931,0,82.46,Temperature,OB5,82.38,,
5932,0,82.95,Temperature,OB5,82.87,,
5933,0,83.44,Temperature,OB5,83.37,,
5934,0,83.93,Temperature,OB5,83.86,,
5935,0,84.43,Temperature,OB5,84.35,,
5936,0,84.92,Temperature,OB5,84.84,,
5937,0,85.41,Temperature,OB5,85.34,,
5938,0,85.91,Temperature,OB5,85.83,,
5939,0,86.4,Temperature,OB5,86.32,,
5940,0,86.89,Temperature,OB5,86.81,,
5941,0,87.39,Temperature,OB5,87.31,,
5942,0,87.88,Temperature,OB5,87.8,,
5943,0,88.37,Temperature,OB5,88.29,,
5944,0,88.86,Temperature,OB5,88.78,,
5945,0,89.36,Temperature,OB5,89.28,,
5946,0,89.85,Temperature,OB5,89.77,,
5948,Fiber not working,9.5,Temperature,OB5,9.5,,
5949,0,10.0,Temperature,OB5,9.99,,
5950,0,90.34,Temperature,OB5,90.26,,
5951,0,90.84,Temperature,OB5,90.75,,
5952,0,91.33,Temperature,OB5,91.25,,
5953,0,91.82,Temperature,OB5,91.74,,
5954,0,92.31,Temperature,OB5,92.23,,
5955,0,92.81,Temperature,OB5,92.72,,
5956,0,93.3,Temperature,OB5,93.22,,
5957,0,93.79,Temperature,OB5,93.71,,
