PROJECT,SURFACE_PAD,PATTERN,WELL_PAIR,MAPPED_COMMON_WELLNAME,OBS_SUNCOR_WELLBORE_ID,TVDSS,OBS_MD,PROJECTED_MD,FILE_MNEMONIC_NAME,COMMON_MNEMONIC_NAME,MNEMONIC_VALUE
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-00,283.5,150,1409,M_GR,Gamma Ray,44.312584
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-00,273.5,160,1409,M_GR,Gamma Ray,26.180809
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-00,271.700012207031,170,1409,M_GR,Gamma Ray,62.20948
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,397.404022216797,36.0960006713867,1409,M_GR,Gamma Ray,74.13636
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,387.404174804688,46.0960006713867,1409,M_GR,Gamma Ray,86.009995
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,377.432891845703,56.0960006713867,1409,M_GR,Gamma Ray,72.55761
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,337.811645507813,96.0960006713867,1409,M_GR,Gamma Ray,97.2278
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,327.90234375,106.096000671387,1409,M_GR,Gamma Ray,97.382904
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,318.033294677734,116.096000671387,1409,M_GR,Gamma Ray,111.610275
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,279.100250244141,156.095993041992,1409,M_GR,Gamma Ray,34.65026
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,269.44970703125,166.095993041992,1409,M_GR,Gamma Ray,54.0109
Mackay River,Pad 750,Pad 750 North,750-WP08,750-P08,SUN-AB0471742-093-12-W4-02,260.839080810547,176.095993041992,1409,M_GR,Gamma Ray,54.0109
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,431.249176025391,0.0507999993860722,1335.05004882813,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,421.249176025391,10.0508003234863,1335.05004882813,M_GR,Gamma Ray,51.027714
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,391.249176025391,40.0508003234863,1335.05004882813,M_GR,Gamma Ray,48.534954
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,381.249176025391,50.0508003234863,1335.05004882813,M_GR,Gamma Ray,68.04326
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,351.249206542969,80.0507965087891,1335.05004882813,M_GR,Gamma Ray,85.4515
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,341.249206542969,90.0507965087891,1335.05004882813,M_GR,Gamma Ray,72.83699
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,311.249206542969,120.050796508789,1335.05004882813,M_GR,Gamma Ray,77.24604
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,301.249206542969,130.050796508789,1335.05004882813,M_GR,Gamma Ray,76.74842
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,271.249206542969,160.050796508789,1335.05004882813,M_GR,Gamma Ray,62.583866
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,261.249206542969,170.050796508789,1335.05004882813,M_GR,Gamma Ray,57.53302
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,411.249176025391,20.0508003234863,1335.05004882813,M_GR,Gamma Ray,46.00944
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,401.249176025391,30.0508003234863,1335.05004882813,M_GR,Gamma Ray,33.24988
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,371.249176025391,60.0508003234863,1335.05004882813,M_GR,Gamma Ray,92.32232
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,361.249206542969,70.0507965087891,1335.05004882813,M_GR,Gamma Ray,81.81439
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,331.249206542969,100.050796508789,1335.05004882813,M_GR,Gamma Ray,106.222824
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,321.249206542969,110.050796508789,1335.05004882813,M_GR,Gamma Ray,113.822334
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,291.249206542969,140.050796508789,1335.05004882813,M_GR,Gamma Ray,46.220512
Mackay River,Pad 750,Pad 750 South,750-WP14,750-P14,SUN-AB0471809-093-12-W4-00,281.249206542969,150.050796508789,1335.05004882813,M_GR,Gamma Ray,40.45177
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,406.899993896484,30,661.77001953125,M_GR,Gamma Ray,52.7953
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,396.899993896484,40,661.77001953125,M_GR,Gamma Ray,32.2078
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,386.899993896484,50,661.77001953125,M_GR,Gamma Ray,22.8087
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,346.899993896484,90,661.77001953125,M_GR,Gamma Ray,54.6361
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,336.899993896484,100,661.77001953125,M_GR,Gamma Ray,113.0873
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,326.899993896484,110,661.77001953125,M_GR,Gamma Ray,120.8019
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,286.899993896484,150,661.77001953125,M_GR,Gamma Ray,45.4858
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,276.899993896484,160,661.77001953125,M_GR,Gamma Ray,53.98
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,266.899993896484,170,661.77001953125,M_GR,Gamma Ray,62.879
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,417.149200439453,20.0508003234863,1198.41003417969,M_GR,Gamma Ray,50.087757
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,407.149200439453,30.0508003234863,1198.41003417969,M_GR,Gamma Ray,58.72808
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,397.149200439453,40.0508003234863,1198.41003417969,M_GR,Gamma Ray,50.10248
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,357.149200439453,80.0507965087891,1198.41003417969,M_GR,Gamma Ray,88.591774
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,347.149200439453,90.0507965087891,1198.41003417969,M_GR,Gamma Ray,83.465485
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,337.149200439453,100.050796508789,1198.41003417969,M_GR,Gamma Ray,101.23302
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,297.149200439453,140.050796508789,1198.41003417969,M_GR,Gamma Ray,80.351395
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,287.149200439453,150.050796508789,1198.41003417969,M_GR,Gamma Ray,48.348705
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,277.149200439453,160.050796508789,1198.41003417969,M_GR,Gamma Ray,44.760036
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,436.899993896484,0,661.77001953125,M_GR,Gamma Ray,48.7436
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,426.899993896484,10,661.77001953125,M_GR,Gamma Ray,43.6225
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,416.899993896484,20,661.77001953125,M_GR,Gamma Ray,40.3729
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,376.899993896484,60,661.77001953125,M_GR,Gamma Ray,22.3563
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,366.899993896484,70,661.77001953125,M_GR,Gamma Ray,26.4079
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,356.899993896484,80,661.77001953125,M_GR,Gamma Ray,46.5224
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,316.899993896484,120,661.77001953125,M_GR,Gamma Ray,129.0698
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,306.899993896484,130,661.77001953125,M_GR,Gamma Ray,115.652
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,296.899993896484,140,661.77001953125,M_GR,Gamma Ray,88.4748
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0426855-093-12-W4-00,256.899993896484,180,661.77001953125,M_GR,Gamma Ray,-999.25
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,437.149200439453,0.0507999993860722,1198.41003417969,M_GR,Gamma Ray,-999.25
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,427.149200439453,10.0508003234863,1198.41003417969,M_GR,Gamma Ray,46.596897
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,387.149200439453,50.0508003234863,1198.41003417969,M_GR,Gamma Ray,55.53458
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,377.149200439453,60.0508003234863,1198.41003417969,M_GR,Gamma Ray,112.86339
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,367.149200439453,70.0507965087891,1198.41003417969,M_GR,Gamma Ray,70.213524
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,327.149200439453,110.050796508789,1198.41003417969,M_GR,Gamma Ray,113.01601
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,317.149200439453,120.050796508789,1198.41003417969,M_GR,Gamma Ray,88.83456
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,307.149200439453,130.050796508789,1198.41003417969,M_GR,Gamma Ray,98.93679
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,267.149200439453,170.050796508789,1198.41003417969,M_GR,Gamma Ray,58.93089
Mackay River,Pad 751,Pad 751 North,751-WP02,751-P02,SUN-AB0471691-093-12-W4-00,257.149200439453,180.050796508789,1198.41003417969,M_GR,Gamma Ray,76.33624
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,438.700012207031,-16.2000007629395,354.470001220703,M_GR,Gamma Ray,368.6132
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,438.700012207031,-6.19999980926514,354.470001220703,M_GR,Gamma Ray,368.6132
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,414.900024414063,23.7999992370605,354.470001220703,M_GR,Gamma Ray,42.8142
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,404.900024414063,33.7999992370605,354.470001220703,M_GR,Gamma Ray,56.4176
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,374.899993896484,63.7999992370605,354.470001220703,M_GR,Gamma Ray,43.8497
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,364.899993896484,73.8000030517578,354.470001220703,M_GR,Gamma Ray,22.3326
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,334.899993896484,103.800003051758,354.470001220703,M_GR,Gamma Ray,84.3799
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,324.899993896484,113.800003051758,354.470001220703,M_GR,Gamma Ray,100.1506
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,294.899993896484,143.800003051758,354.470001220703,M_GR,Gamma Ray,79.7512
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,284.899993896484,153.800003051758,354.470001220703,M_GR,Gamma Ray,30.8593
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,434.900024414063,3.79999995231628,354.470001220703,M_GR,Gamma Ray,55.896
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,424.900024414063,13.8000001907349,354.470001220703,M_GR,Gamma Ray,39.3086
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,394.900024414063,43.7999992370605,354.470001220703,M_GR,Gamma Ray,23.5164
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,384.899993896484,53.7999992370605,354.470001220703,M_GR,Gamma Ray,39.282
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,354.899993896484,83.8000030517578,354.470001220703,M_GR,Gamma Ray,29.4348
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,344.899993896484,93.8000030517578,354.470001220703,M_GR,Gamma Ray,57.3756
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,314.899993896484,123.800003051758,354.470001220703,M_GR,Gamma Ray,97.1329
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,304.899993896484,133.800003051758,354.470001220703,M_GR,Gamma Ray,27.1206
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,274.899993896484,163.800003051758,354.470001220703,M_GR,Gamma Ray,30.8068
Mackay River,Pad 751,Pad 751 South,751-WP12,751-P12,SUN-AB0430458-093-12-W4-00,264.899993896484,173.800003051758,354.470001220703,M_GR,Gamma Ray,47.1492
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,436.799987792969,-2.29999995231628,578.400024414063,M_GR,Gamma Ray,406.4834
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,429.099975585938,7.69999980926514,578.400024414063,M_GR,Gamma Ray,32.3269
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,419.099975585938,17.7000007629395,578.400024414063,M_GR,Gamma Ray,48.3996
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,379.099975585938,57.7000007629395,578.400024414063,M_GR,Gamma Ray,28.3122
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,369.099975585938,67.6999969482422,578.400024414063,M_GR,Gamma Ray,19.5773
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,359.099975585938,77.6999969482422,578.400024414063,M_GR,Gamma Ray,21.4869
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,319.099975585938,117.699996948242,578.400024414063,M_GR,Gamma Ray,113.9024
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,309.099975585938,127.699996948242,578.400024414063,M_GR,Gamma Ray,108.7396
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,299.099975585938,137.699996948242,578.400024414063,M_GR,Gamma Ray,84.1176
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,259.099975585938,177.699996948242,578.400024414063,M_GR,Gamma Ray,47.7694
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,430.5,0,1410,M_GR,Gamma Ray,-999.25
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,420.5,10,1410,M_GR,Gamma Ray,28.4441
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,380.5,50,1410,M_GR,Gamma Ray,23.4874
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,370.5,60,1410,M_GR,Gamma Ray,22.056
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,360.5,70,1410,M_GR,Gamma Ray,31.8212
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,320.5,110,1410,M_GR,Gamma Ray,119.0267
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,310.5,120,1410,M_GR,Gamma Ray,115.8941
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,300.5,130,1410,M_GR,Gamma Ray,91.3072
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,260.5,170,1410,M_GR,Gamma Ray,-999.25
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,409.099975585938,27.7000007629395,578.400024414063,M_GR,Gamma Ray,34.0226
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,399.099975585938,37.7000007629395,578.400024414063,M_GR,Gamma Ray,45.5761
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,389.099975585938,47.7000007629395,578.400024414063,M_GR,Gamma Ray,26.7385
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,349.099975585938,87.6999969482422,578.400024414063,M_GR,Gamma Ray,37.3733
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,339.099975585938,97.6999969482422,578.400024414063,M_GR,Gamma Ray,61.4048
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,329.099975585938,107.699996948242,578.400024414063,M_GR,Gamma Ray,70.6563
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,289.099975585938,147.699996948242,578.400024414063,M_GR,Gamma Ray,48.8519
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,279.099975585938,157.699996948242,578.400024414063,M_GR,Gamma Ray,43.334
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0431307-093-12-W4-00,269.099975585938,167.699996948242,578.400024414063,M_GR,Gamma Ray,63.7553
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,410.5,20,1410,M_GR,Gamma Ray,54.4407
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,400.5,30,1410,M_GR,Gamma Ray,52.7336
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,390.5,40,1410,M_GR,Gamma Ray,29.2565
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,350.5,80,1410,M_GR,Gamma Ray,46.1111
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,340.5,90,1410,M_GR,Gamma Ray,30.8792
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,330.5,100,1410,M_GR,Gamma Ray,117.1904
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,290.5,140,1410,M_GR,Gamma Ray,48.7395
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,280.5,150,1410,M_GR,Gamma Ray,40.632
Mackay River,Pad 751,Pad 751 East,751-WP18,751-P18,SUN-AB0426854-093-12-W4-00,270.5,160,1410,M_GR,Gamma Ray,31.488
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,432.899993896484,2.5,1286.2900390625,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,422.899993896484,12.5,1286.2900390625,M_GR,Gamma Ray,22.608
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,412.899993896484,22.5,1286.2900390625,M_GR,Gamma Ray,18.687
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,372.899993896484,62.5,1286.2900390625,M_GR,Gamma Ray,64.296
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,362.899993896484,72.5,1286.2900390625,M_GR,Gamma Ray,62.533
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,352.899993896484,82.5,1286.2900390625,M_GR,Gamma Ray,57.449
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,312.899993896484,122.5,1286.2900390625,M_GR,Gamma Ray,60.328
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,302.899993896484,132.5,1286.2900390625,M_GR,Gamma Ray,51.729
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,292.899993896484,142.5,1286.2900390625,M_GR,Gamma Ray,32.406
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,429.200012207031,-7.19999980926514,1135.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,426.400024414063,2.79999995231628,1135.75,M_GR,Gamma Ray,34.2
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,416.400024414063,12.8000001907349,1135.75,M_GR,Gamma Ray,59.303
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,376.399993896484,52.7999992370605,1135.75,M_GR,Gamma Ray,78.7616
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,366.399993896484,62.7999992370605,1135.75,M_GR,Gamma Ray,64.9246
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,356.399993896484,72.8000030517578,1135.75,M_GR,Gamma Ray,103.0454
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,316.399993896484,112.800003051758,1135.75,M_GR,Gamma Ray,90.6091
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,306.399993896484,122.800003051758,1135.75,M_GR,Gamma Ray,28.5247
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,296.399993896484,132.800003051758,1135.75,M_GR,Gamma Ray,44.4166
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,256.399993896484,172.800003051758,1135.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,402.899993896484,32.5,1286.2900390625,M_GR,Gamma Ray,31.952
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,392.899993896484,42.5,1286.2900390625,M_GR,Gamma Ray,25.497
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,382.899993896484,52.5,1286.2900390625,M_GR,Gamma Ray,51.778
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,342.899993896484,92.5,1286.2900390625,M_GR,Gamma Ray,39.592
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,332.899993896484,102.5,1286.2900390625,M_GR,Gamma Ray,68.533
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,322.899993896484,112.5,1286.2900390625,M_GR,Gamma Ray,65.429
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,282.899993896484,152.5,1286.2900390625,M_GR,Gamma Ray,21.834
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,272.899993896484,162.5,1286.2900390625,M_GR,Gamma Ray,34.519
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0270295-093-12-W4-00,262.899993896484,172.5,1286.2900390625,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,406.400024414063,22.7999992370605,1135.75,M_GR,Gamma Ray,28.4408
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,396.400024414063,32.7999992370605,1135.75,M_GR,Gamma Ray,32.6714
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,386.400024414063,42.7999992370605,1135.75,M_GR,Gamma Ray,28.0585
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,346.399993896484,82.8000030517578,1135.75,M_GR,Gamma Ray,75.4524
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,336.399993896484,92.8000030517578,1135.75,M_GR,Gamma Ray,98.2249
Mackay River,Pad 750,Pad 750 North,750-WP03,750-P03,SUN-AB0426901-093-12-W4-00,326.399993896484,102.800003051758,1135.75,M_GR,Gamma Ray,92.8773
