PROJECT,SURFACE_PAD,PATTERN,WELL_PAIR,MAPPED_COMMON_WELLNAME,OBS_SUNCOR_WELLBORE_ID,TVDSS,OBS_MD,PROJECTED_MD,FILE_MNEMONIC_NAME,COMMON_MNEMONIC_NAME,MNEMONIC_VALUE
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,417.899993896484,17.5,1202.23999023438,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,417.899993896484,17.5,1202.23999023438,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,407.899993896484,27.5,1202.23999023438,M_GR,Gamma Ray,25.305
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,407.899993896484,27.5,1202.23999023438,M_GR,Gamma Ray,25.305
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,397.899993896484,37.5,1202.23999023438,M_GR,Gamma Ray,29.948
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,397.899993896484,37.5,1202.23999023438,M_GR,Gamma Ray,29.948
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,387.899993896484,47.5,1202.23999023438,M_GR,Gamma Ray,42.789
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,387.899993896484,47.5,1202.23999023438,M_GR,Gamma Ray,42.789
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,377.899993896484,57.5,1202.23999023438,M_GR,Gamma Ray,75.015
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,377.899993896484,57.5,1202.23999023438,M_GR,Gamma Ray,75.015
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,367.899993896484,67.5,1202.23999023438,M_GR,Gamma Ray,43.704
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,367.899993896484,67.5,1202.23999023438,M_GR,Gamma Ray,43.704
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,357.899993896484,77.5,1202.23999023438,M_GR,Gamma Ray,64.466
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,357.899993896484,77.5,1202.23999023438,M_GR,Gamma Ray,64.466
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,347.899993896484,87.5,1202.23999023438,M_GR,Gamma Ray,53.917
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,347.899993896484,87.5,1202.23999023438,M_GR,Gamma Ray,53.917
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,337.899993896484,97.5,1202.23999023438,M_GR,Gamma Ray,64.713
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,337.899993896484,97.5,1202.23999023438,M_GR,Gamma Ray,64.713
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,327.899993896484,107.5,1202.23999023438,M_GR,Gamma Ray,64.091
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,327.899993896484,107.5,1202.23999023438,M_GR,Gamma Ray,64.091
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,317.899993896484,117.5,1202.23999023438,M_GR,Gamma Ray,67.987
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270296-093-12-W4-00,317.899993896484,117.5,1202.23999023438,M_GR,Gamma Ray,67.987
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,372.899993896484,62.5,1304.21997070313,M_GR,Gamma Ray,64.296
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,372.899993896484,62.5,1304.21997070313,M_GR,Gamma Ray,64.296
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,362.899993896484,72.5,1304.21997070313,M_GR,Gamma Ray,62.533
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,362.899993896484,72.5,1304.21997070313,M_GR,Gamma Ray,62.533
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,352.899993896484,82.5,1304.21997070313,M_GR,Gamma Ray,57.449
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,352.899993896484,82.5,1304.21997070313,M_GR,Gamma Ray,57.449
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,342.899993896484,92.5,1304.21997070313,M_GR,Gamma Ray,39.592
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,342.899993896484,92.5,1304.21997070313,M_GR,Gamma Ray,39.592
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,332.899993896484,102.5,1304.21997070313,M_GR,Gamma Ray,68.533
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,332.899993896484,102.5,1304.21997070313,M_GR,Gamma Ray,68.533
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,322.899993896484,112.5,1304.21997070313,M_GR,Gamma Ray,65.429
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,322.899993896484,112.5,1304.21997070313,M_GR,Gamma Ray,65.429
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,312.899993896484,122.5,1304.21997070313,M_GR,Gamma Ray,60.328
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,312.899993896484,122.5,1304.21997070313,M_GR,Gamma Ray,60.328
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,302.899993896484,132.5,1304.21997070313,M_GR,Gamma Ray,51.729
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,302.899993896484,132.5,1304.21997070313,M_GR,Gamma Ray,51.729
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,292.899993896484,142.5,1304.21997070313,M_GR,Gamma Ray,32.406
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,292.899993896484,142.5,1304.21997070313,M_GR,Gamma Ray,32.406
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,282.899993896484,152.5,1304.21997070313,M_GR,Gamma Ray,21.834
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,282.899993896484,152.5,1304.21997070313,M_GR,Gamma Ray,21.834
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,272.899993896484,162.5,1304.21997070313,M_GR,Gamma Ray,34.519
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0270295-093-12-W4-00,272.899993896484,162.5,1304.21997070313,M_GR,Gamma Ray,34.519
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,338.049987792969,94.8499984741211,879.169982910156,M_GR,Gamma Ray,96.5072
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,338.049987792969,94.8499984741211,879.169982910156,M_GR,Gamma Ray,96.5072
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,328.049987792969,104.849998474121,879.169982910156,M_GR,Gamma Ray,87.2269
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,328.049987792969,104.849998474121,879.169982910156,M_GR,Gamma Ray,87.2269
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,318.049987792969,114.849998474121,879.169982910156,M_GR,Gamma Ray,88.4939
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,318.049987792969,114.849998474121,879.169982910156,M_GR,Gamma Ray,88.4939
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,308.049987792969,124.849998474121,879.169982910156,M_GR,Gamma Ray,22.9591
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,308.049987792969,124.849998474121,879.169982910156,M_GR,Gamma Ray,22.9591
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,298.049987792969,134.850006103516,879.169982910156,M_GR,Gamma Ray,74.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,298.049987792969,134.850006103516,879.169982910156,M_GR,Gamma Ray,74.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,288.049987792969,144.850006103516,879.169982910156,M_GR,Gamma Ray,31.4265
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,288.049987792969,144.850006103516,879.169982910156,M_GR,Gamma Ray,31.4265
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,278.049987792969,154.850006103516,879.169982910156,M_GR,Gamma Ray,51.8834
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,278.049987792969,154.850006103516,879.169982910156,M_GR,Gamma Ray,51.8834
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,268.049987792969,164.850006103516,879.169982910156,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0426902-093-12-W4-00,268.049987792969,164.850006103516,879.169982910156,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,433.399993896484,-3.54999995231628,631.119995117188,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,433.399993896484,-3.54999995231628,631.119995117188,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,426.949981689453,6.44999980926514,631.119995117188,M_GR,Gamma Ray,35.8589
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,426.949981689453,6.44999980926514,631.119995117188,M_GR,Gamma Ray,35.8589
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,416.949981689453,16.4500007629395,631.119995117188,M_GR,Gamma Ray,32.5191
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,416.949981689453,16.4500007629395,631.119995117188,M_GR,Gamma Ray,32.5191
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,296.950012207031,136.449996948242,631.119995117188,M_GR,Gamma Ray,84.5936
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,296.950012207031,136.449996948242,631.119995117188,M_GR,Gamma Ray,84.5936
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,286.950012207031,146.449996948242,631.119995117188,M_GR,Gamma Ray,24.1337
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,286.950012207031,146.449996948242,631.119995117188,M_GR,Gamma Ray,24.1337
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,276.950012207031,156.449996948242,631.119995117188,M_GR,Gamma Ray,45.9027
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,276.950012207031,156.449996948242,631.119995117188,M_GR,Gamma Ray,45.9027
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,266.950012207031,166.449996948242,631.119995117188,M_GR,Gamma Ray,64.6836
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0427006-093-12-W4-00,266.950012207031,166.449996948242,631.119995117188,M_GR,Gamma Ray,64.6836
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,435.100006103516,0,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,435.100006103516,0,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,425.100006103516,10,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,425.100006103516,10,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,415.100006103516,20,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,415.100006103516,20,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,405.100006103516,30,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,405.100006103516,30,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,395.100006103516,40,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,395.100006103516,40,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,385.100006103516,50,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,385.100006103516,50,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,375.100006103516,60,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0471658-093-12-W4-00,375.100006103516,60,1341.75,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,438,0,1401,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,438,0,1401,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,428,10,1401,M_GR,Gamma Ray,48.54758
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,428,10,1401,M_GR,Gamma Ray,48.54758
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,418,20,1401,M_GR,Gamma Ray,35.579025
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,418,20,1401,M_GR,Gamma Ray,35.579025
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,408.000061035156,30,1401,M_GR,Gamma Ray,42.440903
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,408.000061035156,30,1401,M_GR,Gamma Ray,42.440903
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,398.000122070313,40,1401,M_GR,Gamma Ray,47.651726
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,398.000122070313,40,1401,M_GR,Gamma Ray,47.651726
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,388.000244140625,50,1401,M_GR,Gamma Ray,52.62164
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,388.000244140625,50,1401,M_GR,Gamma Ray,52.62164
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,378.000366210938,60,1401,M_GR,Gamma Ray,61.95044
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,378.000366210938,60,1401,M_GR,Gamma Ray,61.95044
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,368.000549316406,70,1401,M_GR,Gamma Ray,43.701523
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,368.000549316406,70,1401,M_GR,Gamma Ray,43.701523
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,358.000793457031,80,1401,M_GR,Gamma Ray,53.247147
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,358.000793457031,80,1401,M_GR,Gamma Ray,53.247147
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,348.001098632813,90,1401,M_GR,Gamma Ray,46.218906
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,348.001098632813,90,1401,M_GR,Gamma Ray,46.218906
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,338.001342773438,100,1401,M_GR,Gamma Ray,53.09205
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486904-093-12-W4-00,338.001342773438,100,1401,M_GR,Gamma Ray,53.09205
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,405.5,30,631.119995117188,M_GR,Gamma Ray,26.343517
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,405.5,30,631.119995117188,M_GR,Gamma Ray,26.343517
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,395.5,40,631.119995117188,M_GR,Gamma Ray,26.336143
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,395.5,40,631.119995117188,M_GR,Gamma Ray,26.336143
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,385.5,50,631.119995117188,M_GR,Gamma Ray,33.255737
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,385.5,50,631.119995117188,M_GR,Gamma Ray,33.255737
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,375.5,60,631.119995117188,M_GR,Gamma Ray,24.246603
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,375.5,60,631.119995117188,M_GR,Gamma Ray,24.246603
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,365.5,70,631.119995117188,M_GR,Gamma Ray,29.39627
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,365.5,70,631.119995117188,M_GR,Gamma Ray,29.39627
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,355.5,80,631.119995117188,M_GR,Gamma Ray,43.025074
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,355.5,80,631.119995117188,M_GR,Gamma Ray,43.025074
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,345.5,90,631.119995117188,M_GR,Gamma Ray,41.491344
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,345.5,90,631.119995117188,M_GR,Gamma Ray,41.491344
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,335.5,100,631.119995117188,M_GR,Gamma Ray,76.67912
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,335.5,100,631.119995117188,M_GR,Gamma Ray,76.67912
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,325.5,110,631.119995117188,M_GR,Gamma Ray,112.629166
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,325.5,110,631.119995117188,M_GR,Gamma Ray,112.629166
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,315.5,120,631.119995117188,M_GR,Gamma Ray,95.20079
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,315.5,120,631.119995117188,M_GR,Gamma Ray,95.20079
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,305.5,130,631.119995117188,M_GR,Gamma Ray,40.237347
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0486902-093-12-W4-00,305.5,130,631.119995117188,M_GR,Gamma Ray,40.237347
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,325.899993896484,110,1257.85998535156,M_GR,Gamma Ray,112.85156
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,325.899993896484,110,1257.85998535156,M_GR,Gamma Ray,112.85156
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,315.899993896484,120,1257.85998535156,M_GR,Gamma Ray,116.396355
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,315.899993896484,120,1257.85998535156,M_GR,Gamma Ray,116.396355
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,305.899993896484,130,1257.85998535156,M_GR,Gamma Ray,87.39205
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,305.899993896484,130,1257.85998535156,M_GR,Gamma Ray,87.39205
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,295.899993896484,140,1257.85998535156,M_GR,Gamma Ray,36.56666
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,295.899993896484,140,1257.85998535156,M_GR,Gamma Ray,36.56666
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,285.899993896484,150,1257.85998535156,M_GR,Gamma Ray,46.95804
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,285.899993896484,150,1257.85998535156,M_GR,Gamma Ray,46.95804
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,275.899993896484,160,1257.85998535156,M_GR,Gamma Ray,47.225594
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0184088-093-12-W4-00,275.899993896484,160,1257.85998535156,M_GR,Gamma Ray,47.225594
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,435.100006103516,0,1276.06005859375,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,435.100006103516,0,1276.06005859375,M_GR,Gamma Ray,-999.25
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,425.100006103516,10,1276.06005859375,M_GR,Gamma Ray,193.58499
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,425.100006103516,10,1276.06005859375,M_GR,Gamma Ray,193.58499
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,415.100006103516,20,1276.06005859375,M_GR,Gamma Ray,194.02849
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,415.100006103516,20,1276.06005859375,M_GR,Gamma Ray,194.02849
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,405.100006103516,30,1276.06005859375,M_GR,Gamma Ray,38.1905
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,405.100006103516,30,1276.06005859375,M_GR,Gamma Ray,38.1905
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,395.100006103516,40,1276.06005859375,M_GR,Gamma Ray,33.424
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,395.100006103516,40,1276.06005859375,M_GR,Gamma Ray,33.424
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,275.100006103516,160,1276.06005859375,M_GR,Gamma Ray,75.0505
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0191464-093-12-W4-00,275.100006103516,160,1276.06005859375,M_GR,Gamma Ray,75.0505
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,426.700012207031,10,1267,M_GR,Gamma Ray,30.36
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,426.700012207031,10,1267,M_GR,Gamma Ray,30.36
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,416.700012207031,20,1267,M_GR,Gamma Ray,34.0799
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,416.700012207031,20,1267,M_GR,Gamma Ray,34.0799
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,406.700012207031,30,1267,M_GR,Gamma Ray,33.9254
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,406.700012207031,30,1267,M_GR,Gamma Ray,33.9254
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,396.700012207031,40,1267,M_GR,Gamma Ray,38.637
Mackay River,Pad 750,Pad 750 North,750-WP01,750-P01,SUN-AB0219788-093-12-W4-00,396.700012207031,40,1267,M_GR,Gamma Ray,38.637
